gene1,gene2,GI_scores,gene1_primekgindex,gene2_primekgindex,label,cell_id
AARS2,TIMM22,-0.728091281692,1675,8574,0.0,2
AARS2,TIMM9,0.3245337774699999,1675,11671,0.0,2
AARS2,TIPIN,-0.313928278402,1675,6730,0.0,2
AARS2,TOMM22,-2.1138971278,1675,6932,0.0,2
AARS2,TRA2B,0.6538133973529999,1675,55,0.0,2
AARS2,TRMT5,0.1548067072299999,1675,35328,0.0,2
AARS2,TRNAU1AP,-0.300522361127,1675,13362,0.0,2
AARS2,TRPM7,0.1925287880009999,1675,8618,0.0,2
AARS2,TRRAP,-0.8382166528489999,1675,2932,0.0,2
AARS2,TSEN2,-0.3605918398569999,1675,7933,0.0,2
AARS2,TTC4,-0.511612657325,1675,7279,0.0,2
AARS2,TUBB,0.535320187937,1675,12607,0.0,2
AARS2,TUBGCP3,0.4313304708579999,1675,655,0.0,2
AARS2,TUBGCP5,0.426211799462,1675,28,0.0,2
AARS2,UBA2,0.220224104654,1675,5857,0.0,2
AARS2,UBA3,1.05510925446,1675,2997,0.0,2
AARS2,UMPS,-0.0544080016473,1675,8671,0.0,2
AARS2,UQCRB,0.587918138616,1675,5089,0.0,2
AARS2,USE1,0.28442286781,1675,8253,0.0,2
AARS2,VPS29,-0.187104879219,1675,6622,0.0,2
AARS2,WARS2,0.250177383792,1675,6590,0.0,2
AARS2,WDR36,0.52613603593,1675,34747,0.0,2
AARS2,WDR61,0.624856240142,1675,9142,0.0,2
AARS2,WDR7,-0.0967167940465,1675,11447,0.0,2
AARS2,WDR77,0.0700060169704999,1675,5512,0.0,2
AARS2,YTHDC1,0.320418513902,1675,11003,0.0,2
AARS2,ZCCHC9,-0.1936618627079999,1675,10567,0.0,2
AARS2,ZMAT2,-0.7705075284180001,1675,11299,0.0,2
AARS2,ZMAT5,1.51455715766,1675,7094,0.0,2
AARS2,ZNF511,-0.0256559063355,1675,10339,0.0,2
AARS2,ZNF598,0.366057341351,1675,8782,0.0,2
AARS2,ZNF830,0.106985340379,1675,13712,0.0,2
AARS2,ZNHIT6,1.4588542032700005,1675,6714,0.0,2
AARS2,ZNRD1,0.0611587249318,1675,34671,0.0,2
AATF,ACTL6A,0.027342510524,9555,3050,0.0,2
AATF,ACTR10,0.7536497989759999,9555,8511,0.0,2
AATF,ADAT2,0.0669756772996,9555,57018,0.0,2
AATF,AFG3L2,-1.2523746480700002,9555,7291,0.0,2
AATF,ANKZF1,0.616249158191,9555,5213,0.0,2
AATF,ARGLU1,0.927587312376,9555,12068,0.0,2
AATF,ARIH1,1.16953928682,9555,5210,0.0,2
AATF,ARL2,-0.145803833721,9555,4091,0.0,2
AATF,ASCC3,0.66641640346,9555,12159,0.0,2
AATF,ATP1A1,0.589140220656,9555,4360,0.0,2
AATF,ATP6V1G1,0.245998387734,9555,1898,0.0,2
AATF,AURKA,1.28978005831,9555,54,0.0,2
AATF,BDP1,0.944506488614,9555,953,0.0,2
AATF,BNIP1,0.4725015948089999,9555,4445,0.0,2
AATF,BOD1L1,0.400200953549,9555,12105,0.0,2
AATF,BTF3,0.268314765686,9555,7531,0.0,2
AATF,BUB3,-0.212221799927,9555,5594,0.0,2
AATF,CACTIN,0.529668282518,9555,11231,0.0,2
AATF,CAMLG,-0.335226384038,9555,3238,0.0,2
AATF,CAPZB,0.394384033955,9555,2559,0.0,2
AATF,CARS2,0.0649852759332,9555,6801,0.0,2
AATF,CCNK,2.20810505029,9555,2013,0.0,2
AATF,CCT8,0.48348366363,9555,2563,0.0,2
AATF,CDC16,-0.0527134950055,9555,2555,0.0,2
AATF,CDC23,-0.493450564001,9555,2516,0.0,2
AATF,CDC26,0.7136657996250001,9555,9110,0.0,2
AATF,CDC27,0.0944357092505,9555,1345,0.0,2
AATF,CDC40,-0.484981428938,9555,8158,0.0,2
AATF,CDK1,-0.0602842221949999,9555,530,0.0,2
AATF,CDK12,0.922469141742,9555,11472,0.0,2
AATF,CENPK,-0.0288479454045,9555,5459,0.0,2
AATF,CENPM,0.538818634969,9555,4790,0.0,2
AATF,CENPP,0.355061624145,9555,8307,0.0,2
AATF,CENPW,-0.0962979719016999,9555,34015,0.0,2
AATF,CEP152,1.04823702125,9555,3275,0.0,2
AATF,CEP192,-0.755580997586,9555,7250,0.0,2
AATF,CHMP2A,-0.230576470139,9555,6041,0.0,2
AATF,CMAS,0.873481537834,9555,12732,0.0,2
AATF,CNOT1,0.2441073552829999,9555,3353,0.0,2
AATF,COA3,0.58609474968,9555,8255,0.0,2
AATF,COPE,1.1182869894,9555,7889,0.0,2
AATF,COPS4,-0.0071472170725,9555,5527,0.0,2
AATF,COQ2,-0.633943938568,9555,2132,0.0,2
AATF,COX16,-1.4689603187399998,9555,5556,0.0,2
AATF,COX5A,-0.366905006277,9555,6626,0.0,2
AATF,COX7C,-0.523211203293,9555,1047,0.0,2
AATF,CSTF3,0.411520510731,9555,5736,0.0,2
AATF,CTNNBL1,2.35455213126,9555,7231,0.0,2
AATF,CWC22,2.02510391009,9555,9440,0.0,2
AATF,DAP3,0.315953264063,9555,4723,0.0,2
AATF,DCAF7,-0.00415552499725,9555,2374,0.0,2
AATF,DCTN4,0.27317612318,9555,4613,0.0,2
AATF,DDX18,-0.185287188742,9555,2912,0.0,2
AATF,DDX46,-0.287839566249,9555,6023,0.0,2
AATF,DHODH,-0.763358883725,9555,10027,0.0,2
AATF,DHX37,-0.381554744583,9555,11442,0.0,2
AATF,DICER1,-0.390177182611,9555,1319,0.0,2
AATF,DLST,0.8590865885169999,9555,2064,0.0,2
AATF,DNTTIP2,-0.867824615229,9555,8444,0.0,2
AATF,DUT,-0.069963069996,9555,4739,0.0,2
AATF,DYNC1H1,0.0696190812336,9555,546,0.0,2
AATF,EBNA1BP2,1.7563391808400002,9555,3733,0.0,2
AATF,EEF1G,0.797892847975,9555,716,0.0,2
AATF,EFR3A,0.467896287743,9555,5522,0.0,2
AATF,EIF2B2,-0.981931123521,9555,8762,0.0,2
AATF,EIF2B5,1.23800164497,9555,8310,0.0,2
AATF,EIF3C,0.007417341,9555,4020,0.0,2
AATF,EIF3H,0.463823453713,9555,4408,0.0,2
AATF,EIF3M,-0.0433045670843,9555,6251,0.0,2
AATF,EIF4A1,1.72983240257,9555,2929,0.0,2
AATF,EIF4G1,-0.102891644886,9555,4219,0.0,2
AATF,EIF4G2,2.13844943342,9555,8235,0.0,2
AATF,EIF5B,0.0516685693661,9555,1858,0.0,2
AATF,EIF6,0.725955527642,9555,8005,0.0,2
AATF,ELP4,0.660977983325,9555,5711,0.0,2
AATF,EMC1,0.5095954147339999,9555,9626,0.0,2
AATF,EMC2,0.845019352171,9555,3063,0.0,2
