cell_name,protein,protein_name,primekg_index,cell_id,ncbi_id
A375,4679,COX6A1,12180,0,1337
A375,4683,PHACTR2,11344,0,9749
A375,4686,GPX1,6848,0,2876
A375,4690,VDAC2,1207,0,7417
A375,4691,MRFAP1L1,8896,0,114932
A375,4692,SEC61A2,6104,0,55176
A375,4695,STX5,3808,0,6811
A375,4700,PLXNA3,8845,0,55558
A375,4701,RFC4,4834,0,5984
A375,4703,PRDM10,10892,0,56980
A375,4704,SLC18A2,9487,0,6571
A375,4705,PMAIP1,1929,0,5366
A375,4710,RGPD4,58555,0,285190
A375,4713,ENGASE,59676,0,64772
A375,4715,HSPA12B,10378,0,116835
A375,4717,SPAG9,6051,0,9043
A375,4721,OAZ1,5161,0,4946
A375,4724,HSPA1L,4526,0,3305
A375,4728,FBXO43,57318,0,286151
A375,4732,ADAT2,57018,0,134637
A375,4734,DHX16,1711,0,8449
A375,4735,MAPK4,11036,0,5596
A375,4737,OGFOD1,9412,0,55239
A375,4744,MCM3,1010,0,4172
A375,4747,PARVG,8306,0,64098
A375,4750,PARP3,5855,0,10039
A375,4752,GEMIN7,9645,0,79760
A375,4756,NTSR2,58799,0,23620
A375,4760,BAIAP2,829,0,10458
A375,4762,RBM25,9776,0,58517
A375,4763,EXOSC3,6982,0,51010
A375,4764,MICU2,7120,0,221154
A375,4769,HUS1,6965,0,3364
A375,4770,CC2D2A,10289,0,57545
A375,4785,MBP,4480,0,4155
A375,4790,MRPL12,2402,0,6182
A375,4792,MRPS15,6152,0,64960
A375,4793,TSN,11409,0,7247
A375,4794,RPL18,848,0,6141
A375,4797,TUFM,1621,0,7284
A375,4798,C1D,744,0,10438
A375,4801,UQCC1,4924,0,55245
A375,4803,DDX20,7471,0,11218
A375,4804,SUPT4H1,5346,0,6827
A375,4806,USP39,8257,0,10713
A375,4807,DNM3,3711,0,26052
A375,4811,TAC3,10284,0,6866
A375,4820,CACNB3,2948,0,784
A375,4822,PIK3C3,4768,0,5289
A375,4823,PRPF31,88,0,26121
A375,4829,S100A10,3669,0,6281
A375,4837,FTL,2497,0,2512
A375,4840,AICDA,12245,0,57379
A375,4841,SLC7A11,3122,0,23657
A375,4842,RNASE1,11221,0,6035
A375,4843,RGPD1,58558,0,400966
A375,4845,EXOSC4,3083,0,54512
A375,4847,SERPINB2,3515,0,5055
A375,4849,CLIP2,12254,0,7461
A375,4852,BAZ1B,10519,0,9031
A375,4855,MBNL3,7837,0,55796
A375,4858,DOCK4,10826,0,9732
A375,4863,GNL3L,4538,0,54552
A375,4864,SYNGR1,5035,0,9145
A375,4867,IDH3G,5461,0,3421
A375,4868,SRXN1,3313,0,140809
A375,4878,NOL9,11059,0,79707
A375,4880,ESCO2,35045,0,157570
A375,4881,CCK,11239,0,885
A375,4889,GGT6,56966,0,124975
A375,4893,POLQ,13152,0,10721
A375,4894,MRPL47,1449,0,57129
A375,4897,LPCAT1,58424,0,79888
A375,4905,RELB,2403,0,5971
A375,4906,GSPT1,2774,0,2935
A375,4907,EXOSC7,3340,0,23016
A375,4911,ERP29,4363,0,10961
A375,4913,DNAJC7,215,0,7266
A375,4914,SURF1,5812,0,6834
A375,4923,MRPL49,6136,0,740
A375,4924,POLR2H,4597,0,5437
A375,4926,TAGAP,34814,0,117289
A375,4936,PGM1,8667,0,5236
A375,4938,HNRNPK,2651,0,3190
A375,4943,NDUFAF2,3031,0,91942
A375,4944,STAR,8318,0,6770
A375,4947,FES,3159,0,2242
A375,4949,ZMAT2,11299,0,153527
A375,4954,DDX5,3839,0,1655
A375,4957,KNSTRN,11697,0,90417
A375,4958,KCNMA1,5345,0,3778
A375,4962,PRMT3,8778,0,10196
A375,4963,PMPCB,230,0,9512
A375,4966,MBNL1,9847,0,4154
A375,4968,GM2A,8018,0,2760
A375,4970,MRPL13,4246,0,28998
A375,4975,PRTN3,11148,0,5657
A375,4979,SOD2,4959,0,6648
A375,4987,P4HA3,7330,0,283208
A375,4988,MYL10,56889,0,93408
A375,4993,TUBA3E,13441,0,112714
A375,4994,STRN3,871,0,29966
A375,5000,TMOD3,3682,0,29766
A375,5003,PAK3,4616,0,5063
A375,5005,THBD,4010,0,7056
A375,5006,CEACAM8,12429,0,1088
A375,5011,SEC61G,5701,0,23480
A375,5014,TUBAL3,58637,0,79861
A375,5015,GSTA2,9893,0,2939
A375,5016,FGF3,4486,0,2248
A375,5019,UGGT1,7973,0,56886
A375,5021,TRIL,12738,0,9865
A375,5024,PABPC1,5708,0,26986
A375,5025,NDUFA1,1365,0,4694
A375,5028,DNLZ,57850,0,728489
A375,5035,OXCT1,5392,0,5019
A375,5037,RNASEH2A,1756,0,10535
A375,5039,MAPRE1,3229,0,22919
A375,5040,SCO2,4984,0,9997
A375,5043,CPEB3,10854,0,22849
A375,5044,ACOX2,13621,0,8309
A375,5046,RPL37A,761,0,6168
A375,5050,STRAP,2755,0,11171
A375,5054,CSNK1G1,10415,0,53944
A375,5055,GNPTG,6943,0,84572
A375,5056,IRAK1,2618,0,3654
A375,5057,SLCO4C1,59793,0,353189
A375,5065,FOLR3,7907,0,2352
A375,5068,TEP1,8955,0,7011
A375,5071,TPPP,8739,0,11076
A375,5072,ATP11B,10448,0,23200
A375,5080,FSCN1,7545,0,6624
A375,5082,TCP1,950,0,6950
A375,5084,PPIG,7363,0,9360
A375,5087,TREX1,1300,0,11277
A375,5088,CBX4,4972,0,8535
A375,5089,NDUFAF3,6930,0,25915
A375,5092,LIN52,7003,0,91750
A375,5095,CTNNBL1,7231,0,56259
A375,5096,IVL,1964,0,3713
A375,5097,PPWD1,13641,0,23398
A375,5099,CDC6,4944,0,990
A375,5100,IFI30,5595,0,10437
A375,5101,TMA7,12211,0,51372
A375,5111,KPNA7,57491,0,402569
A375,5115,CLOCK,10164,0,9575
A375,5120,ERN2,57857,0,10595
A375,5121,STOML2,6281,0,30968
A375,5123,TANGO2,11795,0,128989
A375,5124,AP2S1,83,0,1175
A375,5127,SMAD7,5484,0,4092
A375,5130,PTTG1,11077,0,9232
A375,5132,ADAM2,10080,0,2515
A375,5134,NAPB,9902,0,63908
A375,5143,NDC80,875,0,10403
A375,5148,WDR3,6544,0,10885
A375,5151,COX10,13294,0,1352
A375,5158,MKI67,1782,0,4288
A375,5160,CEP55,5193,0,55165
A375,5163,PTGER3,4555,0,5733
A375,5164,SSRP1,2525,0,6749
A375,5170,SF3B5,6787,0,83443
A375,5175,COL14A1,8854,0,7373
A375,5176,ATF4,1970,0,468
A375,5180,RPL6,664,0,6128
A375,5182,SPO11,56600,0,23626
A375,5184,STON2,10518,0,85439
A375,5185,INO80E,57283,0,283899
A375,5186,CORO1C,4498,0,23603
A375,5188,BAG4,5536,0,9530
A375,5191,MRPL17,6164,0,63875
A375,5193,SERPINB13,3293,0,5275
A375,5195,SLC26A2,162,0,1836
A375,5197,CDCA2,34004,0,157313
A375,5199,RPS3A,524,0,6189
A375,5202,RPL36,1809,0,25873
A375,5203,CHTOP,2637,0,26097
A375,5205,RPL36A,7966,0,6173
A375,5207,H6PD,7588,0,9563
A375,5210,ACVR1,1995,0,90
A375,5211,KIF24,57376,0,347240
A375,5213,AQR,2081,0,9716
A375,5214,EIF3C,4020,0,8663
A375,5215,CDH7,13771,0,1005
A375,5218,CPSF3,7596,0,51692
A375,5219,CYP27A1,9826,0,1593
A375,5222,HSPE1,7595,0,3336
A375,5226,NDUFB11,9300,0,54539
A375,5227,HAUS1,2684,0,115106
A375,5228,RABIF,9791,0,5877
A375,5230,PRPF8,319,0,10594
A375,5232,TIMM17B,10010,0,10245
A375,5233,NDUFS5,3227,0,4725
A375,5237,PRKCH,5092,0,5583
A375,5238,FGF7,6154,0,2252
A375,5243,GDNF,1012,0,2668
A375,5251,E2F6,443,0,1876
A375,5261,FBXL13,60209,0,222235
A375,5262,LSM14A,12456,0,26065
A375,5263,SPARC,9714,0,6678
A375,5264,ISG20L2,13577,0,81875
A375,5265,FKBP7,5293,0,51661
A375,5266,DDX23,1718,0,9416
A375,5267,TBC1D7,8810,0,51256
A375,5268,SMDT1,11260,0,91689
A375,5269,PACSIN2,8657,0,11252
A375,5270,THBS1,13084,0,7057
A375,5271,ELOVL2,5071,0,54898
A375,5275,MICU3,58447,0,286097
A375,5276,RBM19,9716,0,9904
A375,5278,UBE2K,1375,0,3093
A375,5279,AURKC,6254,0,6795
A375,5283,RPL22L1,13990,0,200916
A375,5284,SERPINE1,8441,0,5054
A375,5285,TARDBP,9238,0,23435
A375,5286,RGS7,7346,0,6000
A375,5288,RPP30,8721,0,10556
A375,5290,SPRED3,58644,0,399473
A375,5291,ATXN2,4485,0,6311
A375,5293,MICALL2,6559,0,79778
A375,5296,CCT2,310,0,10576
A375,5301,DDX47,10643,0,51202
A375,5303,PIN4,2913,0,5303
A375,5309,AKAP9,242,0,10142
A375,5311,CSNK1G3,5413,0,1456
A375,5318,CLCN6,4448,0,1185
A375,5320,LONP1,2646,0,9361
A375,5321,MPHOSPH6,5635,0,10200
A375,5322,SHQ1,8972,0,55164
A375,5323,LARS2,2603,0,23395
A375,5324,ESF1,13139,0,51575
A375,5327,SMNDC1,10444,0,10285
A375,5328,CHRDL1,13671,0,91851
A375,5330,KPNB1,255,0,3837
A375,5332,SCN3A,10590,0,6328
A375,5333,CYP2J2,8389,0,1573
A375,5336,HSPD1,1455,0,3329
A375,5337,NEK1,6415,0,4750
A375,5338,RAP1GAP2,13288,0,23108
A375,5339,FADS2,2000,0,9415
A375,5341,ATP2B4,5457,0,493
A375,5342,DHX37,11442,0,57647
A375,5344,TKTL1,11956,0,8277
A375,5348,CCT6A,739,0,908
A375,5349,PLCB3,4407,0,5331
A375,5354,MRPS6,11387,0,64968
A375,5355,MSRA,5507,0,4482
A375,5356,RALY,4891,0,22913
A375,5357,MRPL34,12118,0,64981
A375,5358,KCNC3,10167,0,3748
A375,5359,NELFCD,3318,0,51497
A375,5362,APBA3,4449,0,9546
A375,5363,ARPC1B,3612,0,10095
A375,5367,RPL10A,3371,0,4736
A375,5368,FBXW12,60210,0,285231
A375,5371,KIDINS220,7733,0,57498
A375,5372,NSUN5,9946,0,55695
A375,5373,NFAM1,57075,0,150372
A375,5374,IGFBP7,7911,0,3490
A375,5376,PELP1,9687,0,27043
A375,5378,MUL1,7271,0,79594
A375,5383,ALOX5,3631,0,240
A375,5384,GANAB,10280,0,23193
A375,5391,TNFRSF21,11222,0,27242
A375,5397,DBF4,11131,0,10926
A375,5399,RPL27A,703,0,6157
A375,5400,CHCHD1,56935,0,118487
A375,5401,RAB3IP,10171,0,117177
A375,5405,EIF1,7495,0,10209
A375,5408,CHD9,9342,0,80205
A375,5411,SRGN,6775,0,5552
A375,5418,SNRPE,780,0,6635
A375,5426,HTT,2754,0,3064
A375,5433,MTX2,7559,0,10651
A375,5435,CCT5,3172,0,22948
A375,5439,TGM2,1395,0,7052
A375,5441,TRIM72,57541,0,493829
A375,5449,SLC25A13,2314,0,10165
A375,5450,GNPDA1,3540,0,10007
A375,5451,ZNRD1,34671,0,30834
A375,5454,MRPL45,7584,0,84311
A375,5459,PPP3R2,5875,0,5535
A375,5460,COX5A,6626,0,9377
A375,5463,NPFFR2,7723,0,10886
A375,5464,CALR3,13981,0,125972
A375,5470,MRPL15,6459,0,29088
A375,5471,RPF2,12910,0,84154
A375,5472,OAZ3,4225,0,51686
A375,5479,RPS8,11,0,6202
A375,5480,URB1,7113,0,9875
A375,5485,IPO7,2171,0,10527
A375,5488,SLPI,7598,0,6590
A375,5489,MCM6,541,0,4175
A375,5490,NDUFA5,4830,0,4698
A375,5492,INHBA,6885,0,3624
A375,5494,FKBP15,7747,0,23307
A375,5502,CALU,630,0,813
A375,5506,SSR2,11769,0,6746
A375,5507,IGF2BP1,6618,0,10642
A375,5509,TRAM1,2777,0,23471
A375,5514,GSTM5,11128,0,2949
A375,5515,DDX27,9318,0,55661
A375,5529,ABCB8,7945,0,11194
A375,5532,PELI1,11359,0,57162
A375,5536,ATF5,39,0,22809
A375,5537,RANGRF,4698,0,29098
A375,5538,RPS27A,765,0,6233
A375,5540,SMS,7902,0,6611
A375,5545,OSTC,6697,0,58505
A375,5546,RAB8A,3595,0,4218
A375,5553,FCF1,5145,0,51077
A375,5565,MYL4,5777,0,4635
A375,5566,KCNK3,1904,0,3777
A375,5567,METTL18,56879,0,92342
A375,5573,YWHAG,313,0,7532
A375,5575,ERP27,6981,0,121506
A375,5584,TPM4,1751,0,7171
A375,5588,RTN4R,9455,0,65078
A375,5591,PSMD8,3136,0,5714
A375,5592,KLHL42,11026,0,57542
A375,5595,NPM3,4193,0,10360
A375,5596,TUBB6,10269,0,84617
A375,5600,GCLC,5101,0,2729
A375,5604,CYP2F1,58620,0,1572
A375,5605,MYO1A,12535,0,4640
A375,5607,FGD1,5730,0,2245
A375,5608,PSMC3,614,0,5702
A375,5611,TADA3,2553,0,10474
A375,5615,UTP3,13113,0,57050
A375,5619,SAMM50,3010,0,25813
A375,5622,WIPF2,9416,0,147179
A375,5624,SPP1,844,0,6696
A375,5626,PCF11,10042,0,51585
A375,5628,LSM5,6593,0,23658
A375,5632,PSMD4,2227,0,5710
A375,5635,C6orf120,12672,0,387263
A375,5638,PSAT1,12066,0,29968
A375,5639,C1QBP,1252,0,708
A375,5642,PSMC1,1765,0,5700
A375,5644,ARHGEF11,9788,0,9826
A375,5645,TDRD9,57884,0,122402
A375,5650,TSSK6,56790,0,83983
A375,5653,CD63,3948,0,967
A375,5654,C1orf87,11966,0,127795
A375,5656,COMMD1,10569,0,150684
A375,5657,ADRA1D,1940,0,146
A375,5661,LILRB1,13756,0,10859
A375,5663,COMMD6,12514,0,170622
A375,5666,EIF2D,11144,0,1939
A375,5667,CD68,6556,0,968
A375,5668,GPD1L,10352,0,23171
A375,5671,ORC1,8801,0,4998
A375,5672,TMEM132A,4251,0,54972
A375,5674,OTUD3,13714,0,23252
A375,5677,UNC13D,34080,0,201294
A375,5678,ARHGEF16,9632,0,27237
A375,5679,PSMC4,14,0,5704
A375,5681,DDIT4,557,0,54541
A375,5682,CD2BP2,5393,0,10421
A375,5688,LGR5,9322,0,8549
A375,5690,EIF3A,599,0,8661
A375,5697,SSH3,10187,0,54961
A375,5699,PROCR,920,0,10544
A375,5700,L3MBTL2,4263,0,83746
A375,5703,POLR3B,10198,0,55703
A375,5705,AHSG,4264,0,197
A375,5706,FADS1,2004,0,3992
A375,5708,MTHFS,12233,0,10588
A375,5709,MCM5,6199,0,4174
A375,5712,CNOT6L,13391,0,246175
A375,5713,EEF1D,1217,0,1936
A375,5719,AIF1,13205,0,199
A375,5721,ARHGEF28,12127,0,64283
A375,5723,BCAP29,60312,0,55973
A375,5724,NDUFA3,4032,0,4696
A375,5730,KCNA7,59452,0,3743
A375,5733,ARHGAP18,33819,0,93663
A375,5734,APBB2,253,0,323
A375,5737,HK1,2843,0,3098
A375,5742,MYH7B,9740,0,57644
A375,5744,RPL23,1729,0,9349
A375,5746,SERPIND1,5905,0,3053
A375,5749,COG4,5367,0,25839
A375,5750,SRPRB,1901,0,58477
A375,5753,HSPA8,1083,0,3312
A375,5754,FBXO5,7325,0,26271
A375,5758,COPG2,12138,0,26958
A375,5760,SNAP91,1218,0,9892
A375,5761,HNRNPF,800,0,3185
A375,5767,SYT11,13503,0,23208
A375,5768,ARSA,1312,0,410
A375,5770,PTGES2,9864,0,80142
A375,5771,PAWR,2551,0,5074
A375,5773,MANF,1274,0,7873
A375,5776,VRK2,5555,0,7444
A375,5780,GNAS,3176,0,2778
A375,5788,SLC33A1,9424,0,9197
A375,5789,ATP2B2,696,0,491
A375,5791,WIPF1,8246,0,7456
A375,5803,NFKBIE,3403,0,4794
A375,5804,FBL,1080,0,2091
A375,5807,MEX3D,58178,0,399664
A375,5809,DNAJC19,9987,0,131118
A375,5810,PNRC2,13804,0,55629
A375,5813,PSMD14,4085,0,10213
A375,5814,RPS3,2568,0,6188
A375,5816,LPAR6,6458,0,10161
A375,5817,MZT1,9531,0,440145
A375,5819,PGAM1,6742,0,5223
A375,5827,EIF4G1,4219,0,1981
A375,5838,SFI1,10230,0,9814
A375,5839,RPL38,6286,0,6169
A375,5840,ABCA13,33830,0,154664
A375,5846,NTRK2,1876,0,4915
A375,5851,F5,8256,0,2153
A375,5852,HSPA4L,9649,0,22824
A375,5854,TICRR,33996,0,90381
A375,5857,TUBGCP6,1130,0,85378
A375,5859,TOMM6,57663,0,100188893
A375,5861,KDM3A,10994,0,55818
A375,5863,PDCD11,8610,0,22984
A375,5864,METTL7A,10322,0,25840
A375,5869,GTF2I,4274,0,2969
A375,5876,COX4I1,423,0,1327
A375,5879,FAU,1612,0,2197
A375,5880,SPN,6130,0,6693
A375,5884,PRPF38A,12940,0,84950
A375,5885,UPF2,2146,0,26019
A375,5889,PSMA7,1936,0,5688
A375,5891,CEP76,1111,0,79959
A375,5892,CCL21,1912,0,6366
A375,5893,PSMB5,615,0,5693
A375,5895,FGG,4105,0,2266
A375,5899,RPL26,4960,0,6154
A375,5900,STAC3,9408,0,246329
A375,5901,POP7,4135,0,10248
A375,5904,SETBP1,5151,0,26040
A375,5906,POLR1C,3683,0,9533
A375,5913,EXOC1,1191,0,55763
A375,5920,PFDN1,2489,0,5201
A375,5923,SLC6A7,59739,0,6534
A375,5924,ARR3,4786,0,407
A375,5927,SART3,3124,0,9733
A375,5930,SEPHS2,10233,0,22928
A375,5932,NAT10,8756,0,55226
A375,5933,XBP1,8381,0,7494
A375,5937,PRIM1,5064,0,5557
A375,5939,EXOC6,2713,0,54536
A375,5940,RPS24,2977,0,6229
A375,5945,AHI1,5590,0,54806
A375,5951,PGAM4,57781,0,441531
A375,5952,TOMM5,60505,0,401505
A375,5953,RPL39L,56927,0,116832
A375,5956,HRG,9017,0,3273
A375,5957,MCTS1,9523,0,28985
A375,5958,NEFL,4839,0,4747
A375,5959,SPOPL,57350,0,339745
A375,5961,MRPS2,6918,0,51116
A375,5966,MRAP,12240,0,56246
A375,5968,RPS14,590,0,6208
A375,5969,ALK,390,0,238
A375,5971,FLG2,35333,0,388698
A375,5972,NSF,2820,0,4905
A375,5978,ZSWIM8,3514,0,23053
A375,5979,PDCL2,3616,0,132954
A375,5980,CTSV,3140,0,1515
A375,5983,RPS2,327,0,6187
A375,5985,TGFB2,2289,0,7042
A375,5987,TXNL4B,8887,0,54957
A375,5989,ACO2,11461,0,50
A375,5991,NEB,4172,0,4703
A375,6001,HELLS,9831,0,3070
A375,6003,GPR37,6222,0,2861
A375,6004,SDF2L1,10188,0,23753
A375,6005,NUTM2B,35278,0,729262
A375,6006,SNRPC,2738,0,6631
A375,6008,PARVA,13147,0,55742
A375,6009,RRP36,13553,0,88745
A375,6010,HEPN1,78779,0,641654
A375,6011,CDC40,8158,0,51362
A375,6013,DCUN1D5,9059,0,84259
A375,6018,TNNT1,5431,0,7138
A375,6021,LRIG1,7443,0,26018
A375,6024,COX8C,60464,0,341947
A375,6026,CACNG3,7227,0,10368
A375,6029,PARN,5001,0,5073
A375,6033,NDUFB7,5163,0,4713
A375,6037,TAF1A,6451,0,9015
A375,6038,PSMB9,692,0,5698
A375,6041,MVB12A,8339,0,93343
A375,6043,TTC8,13780,0,123016
A375,6045,KCNC2,13377,0,3747
A375,6046,CATSPERG,60670,0,57828
A375,6048,SLC18A3,10424,0,6572
A375,6049,EDC3,10357,0,80153
A375,6051,FRAT1,6027,0,10023
A375,6053,TBL1XR1,7441,0,79718
A375,6054,PCYOX1L,9768,0,78991
A375,6056,MSL3,7959,0,10943
A375,6057,DNAJA4,12284,0,55466
A375,6058,GPN1,3869,0,11321
A375,6060,RPS15,3049,0,6209
A375,6061,UHRF2,34453,0,115426
A375,6062,NUDT4,56592,0,11163
A375,6065,ESPL1,3692,0,9700
A375,6067,PSMB11,56945,0,122706
A375,6069,MINPP1,2088,0,9562
A375,6070,PCGF2,7199,0,7703
A375,6072,RAD51AP1,11822,0,10635
A375,6074,MBD6,13089,0,114785
A375,6075,CNPY3,9330,0,10695
A375,6077,NMRAL1,12266,0,57407
A375,6080,CLNS1A,289,0,1207
A375,6081,CLK1,2857,0,1195
A375,6083,NMU,2354,0,10874
A375,6086,NACA,446,0,4666
A375,6087,MYL2,1366,0,4633
A375,6088,MRPS36,59502,0,92259
A375,6089,TNS4,8809,0,84951
A375,6091,TEX264,7386,0,51368
A375,6092,HNRNPA2B1,87,0,3181
A375,6094,F2RL1,6524,0,2150
A375,6098,CNOT4,5224,0,4850
A375,6103,NDUFS6,95,0,4726
A375,6104,CHRM5,6090,0,1133
A375,6105,ILVBL,6582,0,10994
A375,6107,CCL15,56521,0,6359
A375,6108,KLK4,6034,0,9622
A375,6111,OGDHL,3880,0,55753
A375,6112,SPCS1,8596,0,28972
A375,6114,RBMX,5967,0,27316
A375,6116,ARF4,5757,0,378
A375,6118,MRPS23,3610,0,51649
A375,6119,EVL,11090,0,51466
A375,6122,PPP5C,63,0,5536
A375,6123,LEMD2,35381,0,221496
A375,6125,LGALS1,1260,0,3956
A375,6126,GCFC2,4318,0,6936
A375,6130,ARF5,3311,0,381
A375,6133,ENY2,6109,0,56943
A375,6138,GLYCTK,10999,0,132158
A375,6146,RPL30,3217,0,6156
A375,6149,EPC2,9923,0,26122
A375,6150,DAW1,34174,0,164781
A375,6151,HLA-G,6155,0,3135
A375,6155,TIMM50,8191,0,92609
A375,6156,PITHD1,13572,0,57095
A375,6157,MRPS10,10245,0,55173
A375,6158,TRIM24,5212,0,8805
A375,6160,CBX3,868,0,11335
A375,6164,VAMP4,2369,0,8674
A375,6170,PAIP2,11593,0,51247
A375,6173,STEAP3,6194,0,55240
A375,6176,DNAJB14,59445,0,79982
A375,6178,DCLRE1C,12980,0,64421
A375,6183,SOD3,8145,0,6649
A375,6192,MCPH1,6546,0,79648
A375,6193,NFYC,1273,0,4802
A375,6198,GALNS,2120,0,2588
A375,6202,MTFMT,12599,0,123263
A375,6203,RPL13,885,0,6137
A375,6204,PARG,9837,0,8505
A375,6207,FKBP9,9231,0,11328
A375,6211,MRPL24,9985,0,79590
A375,6213,USP6NL,5353,0,9712
A375,6214,PLN,2417,0,5350
A375,6216,ITGAE,12459,0,3682
A375,6217,SERPINC1,1897,0,462
A375,6219,PARVB,9241,0,29780
A375,6221,ALDH1A3,3496,0,220
A375,6224,RPP14,9730,0,11102
A375,6226,REL,1064,0,5966
A375,6227,TNFSF11,4114,0,8600
A375,6233,MARCKSL1,4553,0,65108
A375,6235,RSF1,56633,0,51773
A375,6236,RAB10,11266,0,10890
A375,6238,TKT,1320,0,7086
A375,6240,PRKCSH,6857,0,5589
A375,6241,GORASP1,9056,0,64689
A375,6243,RPL17,660,0,6139
A375,6247,PHC3,12598,0,80012
A375,6248,NAALADL1,34498,0,10004
A375,6254,BAIAP2L2,11418,0,80115
A375,6259,THOC6,9325,0,79228
A375,6267,OCLN,22075,0,100506658
A375,6268,RPS27L,13468,0,51065
A375,6270,FLOT2,2031,0,2319
A375,6271,BRIP1,6809,0,83990
A375,6274,RPN1,4660,0,6184
A375,6277,FOXO3,1479,0,2309
A375,6278,ALDOA,652,0,226
A375,6279,GPX4,1188,0,2879
A375,6280,RALYL,5758,0,138046
A375,6283,SYCN,61305,0,342898
A375,6286,LARP1,7927,0,23367
A375,6288,KRIT1,1640,0,889
A375,6290,ARSB,6906,0,411
A375,6291,IGFBP5,4308,0,3488
A375,6293,APH1B,7039,0,83464
A375,6297,TTK,2729,0,7272
A375,6300,ARHGEF12,12957,0,23365
A375,6302,MCM2,1356,0,4171
A375,6303,SLC7A7,13515,0,9056
A375,6304,FFAR4,58631,0,338557
A375,6306,NDUFAB1,6354,0,4706
A375,6308,MST1,4997,0,4485
A375,6309,USP49,1635,0,25862
A375,6313,GSTM2,12213,0,2946
A375,6320,STK24,5329,0,8428
A375,6325,PSEN1,743,0,5663
A375,6327,GNA13,7200,0,10672
A375,6329,MUTYH,10582,0,4595
A375,6330,RHPN2,34445,0,85415
A375,6331,RPS4X,917,0,6191
A375,6332,ARHGEF10,5103,0,9639
A375,6334,EXOSC6,11325,0,118460
A375,6336,NTMT1,8661,0,28989
A375,6338,BANF1,8761,0,8815
A375,6340,MYL5,12860,0,4636
A375,6341,TNNC2,11612,0,7125
A375,6346,CD160,9125,0,11126
A375,6349,SRP14,3303,0,6727
A375,6352,HCRT,10771,0,3060
A375,6356,LILRA2,58459,0,11027
A375,6357,LRRC70,60766,0,100130733
A375,6359,RBL2,5265,0,5934
A375,6360,CEP152,3275,0,22995
A375,6363,ABI1,3545,0,10006
A375,6367,CCNF,6560,0,899
A375,6373,LSM7,6535,0,51690
A375,6375,ATAD3A,12525,0,55210
A375,6381,WNK2,13272,0,65268
A375,6383,TRIM62,12263,0,55223
A375,6384,MYLK,2331,0,4638
A375,6387,TRUB1,58307,0,142940
A375,6388,FOLR1,10129,0,2348
A375,6389,RPL35A,4663,0,6165
A375,6393,VPS37D,57104,0,155382
A375,6400,ATXN7,6410,0,6314
A375,6401,TXNDC17,11664,0,84817
A375,6402,PURB,2440,0,5814
A375,6404,TRIM35,1561,0,23087
A375,6406,LARP6,56663,0,55323
A375,6407,SF3B3,6006,0,23450
A375,6409,RPS15A,2137,0,6210
A375,6412,AJAP1,56676,0,55966
A375,6417,NARF,13722,0,26502
A375,6424,PLXNA4,59724,0,91584
A375,6427,PPIB,2059,0,5479
A375,6428,PDCD2L,8329,0,84306
A375,6430,RPS11,2479,0,6205
A375,6431,RNF187,12762,0,149603
A375,6437,CCL3L3,57500,0,414062
A375,6440,BCL2L1,4323,0,598
A375,6442,ZNF496,11279,0,84838
A375,6444,MRPL4,842,0,51073
A375,6445,UTRN,3169,0,7402
A375,6452,RBM28,5270,0,55131
A375,6454,TADA2B,8141,0,93624
A375,6457,NKTR,2758,0,4820
A375,6467,ZNF43,34400,0,7594
A375,6468,PCBP1,2709,0,5093
A375,6469,SLC16A8,34515,0,23539
A375,6471,ATP1B4,9293,0,23439
A375,6478,ZNF257,34749,0,113835
A375,6480,COPS8,4664,0,10920
A375,6482,MORF4L2,4792,0,9643
A375,6486,MYL1,5686,0,4632
A375,6489,WDR75,12476,0,84128
A375,6493,HLA-DRB5,8021,0,3127
A375,6496,SCO1,5488,0,6341
A375,6506,ATXN2L,12963,0,11273
A375,6508,CLU,1127,0,1191
A375,6509,NOL10,58302,0,79954
A375,6511,CYP2C19,12431,0,1557
A375,6513,PTGDR2,12885,0,11251
A375,6514,ZNF25,34180,0,219749
A375,6516,BBC3,12669,0,27113
A375,6518,RPL18A,922,0,6142
A375,6519,CCNE1,406,0,898
A375,6520,PDF,7234,0,64146
A375,6522,NCALD,4345,0,83988
A375,6523,HLA-DOA,9346,0,3111
A375,6524,ZNF75A,11526,0,7627
A375,6527,FGB,405,0,2244
A375,6534,NME9,59303,0,347736
A375,6536,ZNF688,3844,0,146542
A375,6537,ZNF138,3297,0,7697
A375,6538,ZNF689,8945,0,115509
A375,6539,TUBA1A,4558,0,7846
A375,6542,MRPS11,4592,0,64963
A375,6543,SLC16A1,1993,0,6566
A375,6545,TIMM21,11078,0,29090
A375,6546,STIL,8434,0,6491
A375,6551,TNFSF13B,7652,0,10673
A375,6555,SNRPD1,4795,0,6632
A375,6556,RPL7,1882,0,6129
A375,6557,DEPDC7,12642,0,91614
A375,6561,TIMM22,8574,0,29928
A375,6562,TRIM6,56931,0,117854
A375,6563,TYMS,3509,0,7298
A375,6565,PSMD9,3739,0,5715
A375,6567,CD55,4212,0,1604
A375,6570,ZNF226,10469,0,7769
A375,6574,KCNG3,57157,0,170850
A375,6575,ZNF584,58107,0,201514
A375,6576,UQCR11,931,0,10975
A375,6582,DNTTIP2,8444,0,30836
A375,6584,TGIF1,2907,0,7050
A375,6586,ZNF658,57979,0,26149
