cell_name,protein,protein_name,primekg_index,cell_id,ncbi_id
A549,2586,GHITM,79,1,27069
A549,2589,RPS13,3054,1,6207
A549,2595,TGFBR2,3911,1,7048
A549,2596,ILF3,506,1,3609
A549,2599,MYL12A,9609,1,10627
A549,2600,NAPRT,8298,1,93100
A549,2609,POLA2,7905,1,23649
A549,2610,FOXRED1,13000,1,55572
A549,2623,DHX32,9742,1,55760
A549,2624,KCNA3,5867,1,3738
A549,2634,COIL,4192,1,8161
A549,2637,MYBL2,3369,1,4605
A549,2639,SCLY,13083,1,51540
A549,2641,NCKAP1,627,1,10787
A549,2650,DYRK1A,315,1,1859
A549,2652,ARPC5L,12711,1,81873
A549,2656,MYH7,3679,1,4625
A549,2658,ABCE1,7700,1,6059
A549,2661,ORAI2,11217,1,80228
A549,2667,IGFBP3,4098,1,3486
A549,2671,CATSPER4,6227,1,378807
A549,2676,POLE,8484,1,5426
A549,2679,KCNN3,6889,1,3782
A549,2680,EIF3F,1596,1,8665
A549,2683,AKR1B1,11703,1,231
A549,2695,GK,7073,1,2710
A549,2698,TIMM23B,58257,1,100652748
A549,2701,KCNS3,1672,1,3790
A549,2702,CXCL5,7856,1,6374
A549,2709,EIF3H,4408,1,8667
A549,2711,GRPR,2981,1,2925
A549,2713,FBXL3,12195,1,26224
A549,2714,SCARF1,10111,1,8578
A549,2715,STC2,9239,1,8614
A549,2716,HSPA5,1050,1,3309
A549,2717,IMP3,8884,1,55272
A549,2718,SCGB1A1,9396,1,7356
A549,2730,RPL39,10201,1,6170
A549,2734,GPSM1,8497,1,26086
A549,2736,EIF4B,1422,1,1975
A549,2737,DENND1B,34887,1,163486
A549,2738,TNC,9133,1,3371
A549,2740,CCNT1,269,1,904
A549,2748,CALD1,2214,1,800
A549,2761,VKORC1L1,2240,1,154807
A549,2763,JAM3,35351,1,83700
A549,2766,ANXA2,788,1,302
A549,2771,METTL1,11115,1,4234
A549,2779,UQCRC2,7335,1,7385
A549,2780,XYLB,10377,1,9942
A549,2783,SORBS1,8612,1,10580
A549,2787,LIN37,6525,1,55957
A549,2789,SESN3,8699,1,143686
A549,2795,PLCB2,8932,1,5330
A549,2800,YEATS4,6667,1,8089
A549,2801,SLC1A7,12399,1,6512
A549,2804,MKKS,7031,1,8195
A549,2805,DLC1,7689,1,10395
A549,2808,LEFTY2,11684,1,7044
A549,2811,PWP2,7414,1,5822
A549,2816,TBC1D1,8380,1,23216
A549,2817,ALS2,35215,1,57679
A549,2824,PPIL2,6327,1,23759
A549,2828,ORM1,4735,1,5004
A549,2834,SLC7A5,7636,1,8140
A549,2839,ATP6V0E1,5816,1,8992
A549,2840,HSPA2,2209,1,3306
A549,2843,BOK,6030,1,666
A549,2849,PFN1,5608,1,5216
A549,2858,ARHGEF6,7114,1,9459
A549,2859,UTP6,6786,1,55813
A549,2860,KDSR,11156,1,2531
A549,2872,RPL15,349,1,6138
A549,2877,BIK,425,1,638
A549,2878,EEF1G,716,1,1937
A549,2883,KRT71,9079,1,112802
A549,2884,ACTG2,2087,1,72
A549,2888,GBP6,10950,1,163351
A549,2889,B9D1,5985,1,27077
A549,2898,MIA3,2381,1,375056
A549,2899,PRPF18,1890,1,8559
A549,2902,MATR3,407,1,9782
A549,2903,PROS1,4999,1,5627
A549,2910,TAS2R4,58842,1,50832
A549,2924,COMMD2,9564,1,51122
A549,2925,SNRNP70,1605,1,6625
A549,2930,EME2,57168,1,197342
A549,2939,CCL27,34369,1,10850
A549,2942,NDUFA2,2854,1,4695
A549,2946,SSR3,2717,1,6747
A549,2947,PPP1R3C,1819,1,5507
A549,2950,CX3CL1,8106,1,6376
A549,2951,TJP1,6005,1,7082
A549,2952,MZT2B,7676,1,80097
A549,2954,DLST,2064,1,1743
A549,2955,NDUFV2,3878,1,4729
A549,2956,NCOR2,2734,1,9612
A549,2957,NPC2,7088,1,10577
A549,2959,BCL10,9436,1,8915
A549,2963,RPL28,3902,1,6158
A549,2966,GSTM3,7557,1,2947
A549,2968,RPL35,2496,1,11224
A549,2969,ELMO2,7403,1,63916
A549,2971,SNRNP27,3794,1,11017
A549,2973,EME1,12918,1,146956
A549,2975,MFN1,13317,1,55669
A549,2979,ABI2,1329,1,10152
A549,2990,PFDN4,2849,1,5203
A549,2991,TGS1,5622,1,96764
A549,2992,ZNF713,34389,1,349075
A549,2994,RPL36AL,9834,1,6166
A549,2995,WRAP53,4237,1,55135
A549,2999,TKTL2,11575,1,84076
A549,3001,PA2G4,6700,1,5036
A549,3003,UBC,189,1,7316
A549,3004,BPGM,7281,1,669
A549,3006,PKM,5514,1,5315
A549,3009,EIF3L,10646,1,51386
A549,3010,SYVN1,11603,1,84447
A549,3012,PSMB4,1084,1,5692
A549,3015,SLC25A5,860,1,292
A549,3016,KRT24,747,1,192666
A549,3018,PEX26,34902,1,55670
A549,3025,GOT1,7987,1,2805
A549,3035,TAT,12150,1,6898
A549,3038,MYL7,3084,1,58498
A549,3052,IGFALS,12774,1,3483
A549,3054,MKS1,1154,1,54903
A549,3057,ANXA2R,34054,1,389289
A549,3068,THOC1,3108,1,9984
A549,3079,PAK1,2260,1,5058
A549,3086,BLOC1S4,4049,1,55330
A549,3090,RPS20,3151,1,6224
A549,3091,PKLR,6784,1,5313
A549,3096,AKT1S1,13834,1,84335
A549,3097,NUDC,31,1,10726
A549,3099,CCT8L2,57896,1,150160
A549,3102,KIAA2013,8249,1,90231
A549,3105,LDHC,11589,1,3948
A549,3106,PRDX5,5537,1,25824
A549,3108,PDHX,10524,1,8050
A549,3110,SARNP,10962,1,84324
A549,3113,KRT75,1656,1,9119
A549,3114,TNNI1,3754,1,7135
A549,3117,SLC1A6,13571,1,6511
A549,3122,BCL2L14,10186,1,79370
A549,3123,MYL6B,9423,1,140465
A549,3124,HEATR1,8137,1,55127
A549,3128,FGF12,4705,1,2257
A549,3130,RPL10,383,1,6134
A549,3136,MRPL1,9518,1,65008
A549,3137,INO80B,5085,1,83444
A549,3139,PSMA4,4361,1,5685
A549,3140,CEP41,34950,1,95681
A549,3142,BUB1,3099,1,699
A549,3143,RSRC1,474,1,51319
A549,3146,SRRT,6129,1,51593
A549,3147,MYBPC2,705,1,4606
A549,3151,CDT1,11643,1,81620
A549,3154,KRT19,2750,1,3880
A549,3155,PLCB4,5030,1,5332
A549,3157,FAM43B,77467,1,163933
A549,3160,KRT33A,59267,1,3883
A549,3162,LDHA,2585,1,3939
A549,3163,CYP2C18,1281,1,1562
A549,3166,KRT84,13694,1,3890
A549,3181,ALYREF,6377,1,10189
A549,3187,UNC45B,12843,1,146862
A549,3189,CDK8,2888,1,1024
A549,3200,TLR4,3259,1,7099
A549,3201,FBP2,10383,1,8789
A549,3205,SLC7A10,33800,1,56301
A549,3209,CCNE2,8662,1,9134
A549,3210,WDR43,7064,1,23160
A549,3214,CKAP2,9709,1,26586
A549,3217,MFGE8,11761,1,4240
A549,3220,GRPEL2,12341,1,134266
A549,3221,MYH8,11721,1,4626
A549,3229,PSMB10,5838,1,5699
A549,3232,CATSPERD,57253,1,257062
A549,3233,GADD45B,4031,1,4616
A549,3237,CCT6B,6680,1,10693
A549,3238,TACR2,3602,1,6865
A549,3244,NOL6,11074,1,65083
A549,3247,TMSB10,5503,1,9168
A549,3249,PIK3CG,1671,1,5294
A549,3250,HAUS8,7236,1,93323
A549,3255,MSR1,10320,1,4481
A549,3270,HSPH1,831,1,10808
A549,3272,SLC16A4,13045,1,9122
A549,3275,DHFR,7134,1,1719
A549,3277,SRSF1,773,1,6426
A549,3278,CCS,10234,1,9973
A549,3282,RPS19,4933,1,6223
A549,3284,CBX2,5647,1,84733
A549,3287,ADAM28,33945,1,10863
A549,3291,ST20-MTHFS,82431,1,100528021
A549,3294,CRELD2,12988,1,79174
A549,3295,UBE2J2,13101,1,118424
A549,3300,GRK5,4059,1,2869
A549,3306,ADPGK,10453,1,83440
A549,3314,LPIN2,5008,1,9663
A549,3321,PSMA1,2588,1,5682
A549,3338,LIG4,2361,1,3981
A549,3347,CYP24A1,3712,1,1591
A549,3348,RPA2,2306,1,6118
A549,3349,PGD,5017,1,5226
A549,3353,MEIOB,35384,1,254528
A549,3354,ANP32B,4146,1,10541
A549,3363,RPIA,7829,1,22934
A549,3364,RPS5,905,1,6193
A549,3368,MEAF6,737,1,64769
A549,3370,PMS2,3556,1,5395
A549,3381,HELZ2,12015,1,85441
A549,3382,CKS2,2751,1,1164
A549,3385,COX5B,1541,1,1329
A549,3386,IPO13,7521,1,9670
A549,3387,SLC25A6,589,1,293
A549,3391,TUBB1,4719,1,81027
A549,3392,RPL24,4869,1,6152
A549,3396,SF3B4,3709,1,10262
A549,3400,SFN,4605,1,2810
A549,3402,KRT74,5713,1,121391
A549,3404,DNAJB6,1645,1,10049
A549,3407,SRSF4,3190,1,6429
A549,3409,HMGXB3,12819,1,22993
A549,3410,APAF1,3883,1,317
A549,3411,HNRNPH1,2656,1,3187
A549,3415,CYP26C1,35393,1,340665
A549,3416,RPL11,827,1,6135
A549,3421,MRPS9,2642,1,64965
A549,3424,TMEM179B,257,1,374395
A549,3425,SPHK1,11103,1,8877
A549,3428,PGAM2,8771,1,5224
A549,3429,NET1,11320,1,10276
A549,3433,STRIP1,9654,1,85369
A549,3434,DEK,687,1,7913
A549,3436,B9D2,4767,1,80776
A549,3438,XPO7,3522,1,23039
A549,3439,GSTP1,1497,1,2950
A549,3440,KCNG1,6581,1,3755
A549,3444,HSPA1A,138,1,3303
A549,3447,S100A4,5363,1,6275
A549,3448,TNNT3,9353,1,7140
A549,3454,TCHH,10612,1,7062
A549,3455,NCL,1734,1,4691
A549,3456,SHH,9005,1,6469
A549,3461,MYH11,715,1,4629
A549,3467,ACTN4,549,1,81
A549,3470,KIR3DL2,4835,1,3812
A549,3473,MSRB1,10893,1,51734
A549,3474,TUBB4B,4410,1,10383
A549,3477,MAP2,11049,1,4133
A549,3478,TUBA8,8467,1,51807
A549,3481,WDTC1,5173,1,23038
A549,3482,AHR,5230,1,196
A549,3486,MRPL3,4860,1,11222
A549,3495,CCT8,2563,1,10694
A549,3500,HNRNPM,947,1,4670
A549,3508,PCMT1,8723,1,5110
A549,3509,VTI1B,3904,1,10490
A549,3514,HSP90AA1,2043,1,3320
A549,3517,MYH6,3619,1,4624
A549,3518,DNAL1,35132,1,83544
A549,3520,SRGAP1,10908,1,57522
A549,3525,SCCPDH,10130,1,51097
A549,3527,CNBP,5162,1,7555
A549,3536,S100A2,8002,1,6273
A549,3537,NOP56,2677,1,10528
A549,3542,HLA-DMB,9648,1,3109
A549,3545,P4HB,852,1,5034
A549,3549,MYH1,10679,1,4619
A549,3553,SRP54,2276,1,6729
A549,3554,MCRS1,2662,1,10445
A549,3559,KHDRBS1,7932,1,10657
A549,3561,BAG1,3400,1,573
A549,3562,CEP78,7070,1,84131
A549,3571,PPP2R2B,1344,1,5521
A549,3572,PAK4,5978,1,10298
A549,3575,NFAT5,12039,1,10725
A549,3581,PDE1A,11725,1,5136
A549,3582,GPT,5766,1,2875
A549,3590,SMAD1,5009,1,4086
A549,3591,POTEF,10366,1,728378
A549,3602,SEL1L,1952,1,6400
A549,3606,THRA,1611,1,7067
A549,3611,RFC3,8969,1,5983
A549,3612,TESK2,10645,1,10420
A549,3615,NRP1,3346,1,8829
A549,3621,PRCP,11884,1,5547
A549,3622,TIMM23,57666,1,100287932
A549,3624,SREBF1,421,1,6720
A549,3625,RPS9,1187,1,6203
A549,3626,APOA1,2099,1,335
A549,3630,GTF2B,467,1,2959
A549,3639,COX7B,6349,1,1349
A549,3643,RPL19,889,1,6143
A549,3651,MYH3,3690,1,4621
A549,3656,SSTR1,13376,1,6751
A549,3657,FAM13B,13356,1,51306
A549,3663,SPAG1,8225,1,6674
A549,3665,ACTN2,1160,1,88
A549,3666,SLC9C2,59789,1,284525
A549,3667,PPIE,5629,1,10450
A549,3672,CLK3,1177,1,1198
A549,3674,CHRM4,1922,1,1132
A549,3675,CALR,5169,1,811
A549,3676,CACNA2D4,34519,1,93589
A549,3678,MOB4,4928,1,25843
A549,3679,IRS1,5086,1,3667
A549,3681,PECR,7632,1,55825
A549,3682,ARL8A,56989,1,127829
A549,3683,TLN1,4079,1,7094
A549,3684,SCAMP3,5328,1,10067
A549,3685,PSMC6,5495,1,5706
A549,3686,OR4S2,58981,1,219431
A549,3687,RNF113A,5324,1,7737
A549,3689,ARHGEF35,63100,1,445328
A549,3693,ANAPC10,4646,1,10393
A549,3695,PRKCZ,2947,1,5590
A549,3697,LDHAL6A,59708,1,160287
A549,3702,TRNAU1AP,13362,1,54952
A549,3709,ADAM15,2926,1,8751
A549,3711,PSMA8,58712,1,143471
A549,3719,CKAP5,5790,1,9793
A549,3728,COX7A1,56558,1,1346
A549,3730,FBXW9,56807,1,84261
A549,3737,ZNRF3,12894,1,84133
A549,3739,PI4KA,4,1,5297
A549,3740,CROT,9843,1,54677
A549,3741,BBS7,3431,1,55212
A549,3753,ITGA1,3910,1,3672
A549,3755,ATP2B1,8519,1,490
A549,3764,PRSS3,10478,1,5646
A549,3767,CDC27,1345,1,996
A549,3768,SEC11C,7819,1,90701
A549,3777,TPM3,6719,1,7170
A549,3779,MRPL21,13565,1,219927
A549,3780,SLC1A1,4358,1,6505
A549,3789,PFKP,4073,1,5214
A549,3790,TMBIM6,416,1,7009
A549,3798,TARBP2,6145,1,6895
A549,3800,MRPS14,4591,1,63931
A549,3801,PMPCA,6501,1,23203
A549,3802,GLRX5,4244,1,51218
A549,3808,KCNC1,11096,1,3746
A549,3818,CEACAM6,9357,1,4680
A549,3819,SLC38A1,5153,1,81539
A549,3824,MYO9A,10933,1,4649
A549,3830,HSPA6,4482,1,3310
A549,3833,EAF1,9827,1,85403
A549,3835,FUBP3,8886,1,8939
A549,3836,TUBA4A,1269,1,7277
A549,3838,MZT2A,57595,1,653784
A549,3844,CPSF2,2362,1,53981
A549,3849,FTCD,12269,1,10841
A549,3850,IWS1,346,1,55677
A549,3853,EIF4A1,2929,1,1973
A549,3854,KCND2,4364,1,3751
A549,3856,KCNS1,56562,1,3787
A549,3857,SNAP23,60,1,8773
A549,3858,PSMD3,3248,1,5709
A549,3859,LRP6,1132,1,4040
A549,3860,SH3BGRL3,9123,1,83442
A549,3863,VAPA,635,1,9218
A549,3872,BACE1,6043,1,23621
A549,3878,RPL13A,11285,1,23521
A549,3888,SH2D2A,5463,1,9047
A549,3889,C3AR1,2237,1,719
A549,3892,TRPM7,8618,1,54822
A549,3894,ZNF417,2612,1,147687
A549,3899,RIC8B,6896,1,55188
A549,3904,SLC7A9,34890,1,11136
A549,3907,NEIL3,2419,1,55247
A549,3908,PANK1,57860,1,53354
A549,3909,ALDH1B1,4226,1,219
A549,3910,PGGT1B,10523,1,5229
A549,3912,GPR3,10193,1,2827
A549,3913,DCAF7,2374,1,10238
A549,3914,PPEF1,56564,1,5475
A549,3915,GTPBP2,7888,1,54676
A549,3916,ITGA11,11502,1,22801
A549,3917,HNRNPL,3657,1,3191
A549,3920,REXO4,13295,1,57109
A549,3921,LDHB,4812,1,3945
A549,3926,MOB1B,56882,1,92597
A549,3932,TOP2A,6976,1,7153
A549,3933,KCNH2,4447,1,3757
A549,3939,DMP1,7150,1,1758
A549,3942,WDR31,77232,1,114987
A549,3943,RAD51,1181,1,5888
A549,3944,BBS12,34586,1,166379
A549,3957,PSMA3,1294,1,5684
A549,3961,RDH5,10022,1,5959
A549,3966,HPD,7684,1,3242
A549,3967,TUBA1C,1254,1,84790
A549,3970,CDCA7,22113,1,83879
A549,3971,UQCRH,1055,1,7388
A549,3974,DNAJB5,5060,1,25822
A549,3977,AKIRIN1,56750,1,79647
A549,3978,ATAD2,10757,1,29028
A549,3980,WAC,7347,1,51322
A549,3981,SNRPD2,16,1,6633
A549,3984,SNIP1,6949,1,79753
A549,3985,PSMD13,8122,1,5719
A549,3986,ZNF267,11711,1,10308
A549,3987,NCOA1,502,1,8648
A549,3992,GPATCH8,11939,1,23131
A549,3993,RFX5,1639,1,5993
A549,3994,SMYD3,834,1,64754
A549,3995,TXNRD3,10507,1,114112
A549,3997,ZNF660,57310,1,285349
A549,3999,PAICS,4531,1,10606
A549,4000,MARK2,2541,1,2011
A549,4001,ARHGEF15,9966,1,22899
A549,4002,ALDH1L1,12372,1,10840
A549,4004,CYP17A1,3501,1,1586
A549,4006,FBN2,2914,1,2201
A549,4007,NTSR1,22038,1,4923
A549,4008,UQCRC1,5466,1,7384
A549,4011,MPI,8875,1,4351
A549,4012,ZNF568,58159,1,374900
A549,4016,MAPKAP1,4004,1,79109
A549,4017,CDH24,11937,1,64403
A549,4021,PBK,6426,1,55872
A549,4022,FYCO1,9566,1,79443
A549,4023,HRH2,11767,1,3274
A549,4025,MOB1A,6494,1,55233
A549,4026,RPLP2,3639,1,6181
A549,4028,ZNF442,34436,1,79973
A549,4029,PLA2G1B,11528,1,5319
A549,4030,NCSTN,216,1,23385
A549,4031,ROCK1,290,1,6093
A549,4032,NPY,10835,1,4852
A549,4034,TAF1C,7298,1,9013
A549,4040,JAM2,11139,1,58494
A549,4042,EIF4G3,5057,1,8672
A549,4045,MRPS22,6361,1,56945
A549,4052,MYO1E,2254,1,4643
A549,4054,STUB1,1000,1,10273
A549,4056,ARHGAP30,34715,1,257106
A549,4060,GUK1,8448,1,2987
A549,4061,EIF3K,13428,1,27335
A549,4062,GCNT2,4588,1,2651
A549,4066,SLK,11412,1,9748
A549,4068,SEC61A1,2636,1,29927
A549,4069,MNDA,7853,1,4332
A549,4071,LILRB3,8650,1,11025
A549,4072,DR1,872,1,1810
A549,4075,TUBB2B,10788,1,347733
A549,4076,GPX5,59315,1,2880
A549,4078,AMY2A,11297,1,279
A549,4080,SNUPN,10539,1,10073
A549,4084,YWHAZ,604,1,7534
A549,4086,ACAT1,1706,1,38
A549,4090,TIMM17A,7686,1,10440
A549,4095,PTGES3,923,1,10728
A549,4101,UQCRQ,1834,1,27089
A549,4102,HEATR6,11745,1,63897
A549,4103,CLIC1,1525,1,1192
A549,4115,YAP1,2840,1,10413
A549,4117,RPL26L1,1499,1,51121
A549,4121,BCKDHB,7106,1,594
A549,4122,HCAR1,58837,1,27198
A549,4128,CEP83,11823,1,51134
A549,4132,PPP3CC,1538,1,5533
A549,4135,MSLN,4137,1,10232
A549,4144,STX1A,1259,1,6804
A549,4146,XRN1,4514,1,54464
A549,4154,KRT16,1476,1,3868
A549,4156,CHCHD3,5156,1,54927
A549,4159,C1QA,3109,1,712
A549,4162,ALDOC,11116,1,230
A549,4164,EIF5B,1858,1,9669
A549,4165,MCM10,1425,1,55388
A549,4168,HJURP,12101,1,55355
A549,4169,IL10,2983,1,3586
A549,4171,SMN2,4683,1,6607
A549,4172,GEMIN4,5122,1,50628
A549,4179,PAN3,57245,1,255967
A549,4181,DKC1,535,1,1736
A549,4186,ACTR8,11883,1,93973
A549,4187,UNC13B,8426,1,10497
A549,4188,TNS1,10050,1,7145
A549,4191,DICER1,1319,1,23405
A549,4200,CYP4A11,6507,1,1579
A549,4202,SLC25A1,7798,1,6576
A549,4210,ME3,57975,1,10873
A549,4219,CAMKK1,12162,1,84254
A549,4220,LUZP4,752,1,51213
A549,4221,SRD5A2,12537,1,6716
A549,4224,GPI,9483,1,2821
A549,4226,SRSF3,6736,1,6428
A549,4229,TAF15,4481,1,8148
A549,4232,PPIA,4238,1,5478
A549,4234,SEC11A,12190,1,23478
A549,4239,HINT1,1296,1,3094
A549,4241,COX15,791,1,1355
A549,4245,PDCL,4849,1,5082
A549,4254,XRCC5,2322,1,7520
A549,4255,GPATCH1,8331,1,55094
A549,4259,SNRPA,1800,1,6626
A549,4262,TMEM258,2216,1,746
A549,4266,NDUFA10,6033,1,4705
A549,4267,IQGAP2,13865,1,10788
A549,4270,VBP1,2079,1,7411
A549,4277,CHRM3,455,1,1131
A549,4282,GSPT2,7143,1,23708
A549,4284,ELAVL1,285,1,1994
A549,4285,ALG10,2784,1,84920
A549,4287,JOSD2,8768,1,126119
A549,4291,XAB2,8882,1,56949
A549,4292,EIF3G,2457,1,8666
A549,4296,MBIP,6225,1,51562
A549,4298,HEBP2,7777,1,23593
A549,4301,NDUFB2,11197,1,4708
A549,4307,TSPAN2,3350,1,10100
A549,4309,HSD3B2,3043,1,3284
A549,4310,DLL4,12997,1,54567
A549,4311,COL8A2,1764,1,1296
A549,4314,ALDH3A1,3829,1,218
A549,4315,PSAP,721,1,5660
A549,4322,PLP2,148,1,5355
A549,4326,SLC38A2,7548,1,54407
A549,4328,MSRB3,13151,1,253827
A549,4337,FPR1,2721,1,2357
A549,4338,RPL37,6313,1,6167
A549,4339,TUBGCP5,28,1,114791
A549,4343,KRT33B,1087,1,3884
A549,4355,COX7B2,34007,1,170712
A549,4359,SHB,1297,1,6461
A549,4360,TFIP11,1860,1,24144
A549,4362,ISCU,3908,1,23479
A549,4363,SETMAR,5365,1,6419
A549,4364,TRH,10346,1,7200
A549,4366,EVA1A,11284,1,84141
A549,4368,PAM16,8112,1,51025
A549,4369,MAN2B1,7285,1,4125
A549,4372,NDUFA13,3625,1,51079
A549,4374,MTTP,10018,1,4547
A549,4384,GADD45A,6779,1,1647
A549,4393,TMEM132D,34356,1,121256
A549,4395,PFDN6,8741,1,10471
A549,4399,SNRPB,256,1,6628
A549,4401,ATP6V1F,3897,1,9296
A549,4404,SERPING1,5733,1,710
A549,4408,SERPINB3,2394,1,6317
A549,4409,CEP164,6269,1,22897
A549,4414,CCKBR,10470,1,887
A549,4415,PRSS23,3015,1,11098
A549,4417,DCXR,10701,1,51181
A549,4430,LAPTM4A,7963,1,9741
A549,4431,RPS10,2460,1,6204
A549,4432,PFN3,58662,1,345456
A549,4437,DHX8,2455,1,1659
A549,4444,TAS1R2,13752,1,80834
A549,4445,CDC25B,336,1,994
A549,4454,RPS7,1948,1,6201
A549,4455,KCNN1,10110,1,3780
A549,4460,MAP1LC3A,6652,1,84557
A549,4461,ANGPT1,9554,1,284
A549,4462,MRGBP,3680,1,55257
A549,4463,LSM8,8218,1,51691
A549,4475,TAF1D,8400,1,79101
A549,4478,ALG6,13513,1,29929
A549,4479,FANCI,8987,1,55215
A549,4481,ACLY,6561,1,47
A549,4483,SEH1L,9660,1,81929
A549,4484,COL3A1,4182,1,1281
A549,4487,KRT20,27,1,54474
A549,4493,MRPS12,1416,1,6183
A549,4497,PSMD6,879,1,9861
A549,4499,S100A3,4987,1,6274
A549,4505,SLC2A1,8385,1,6513
A549,4513,CLGN,3924,1,1047
A549,4516,ATOX1,8223,1,475
A549,4518,FGD2,13189,1,221472
A549,4519,DLGAP5,8636,1,9787
A549,4528,HYOU1,1652,1,10525
A549,4532,AKR1C3,12653,1,8644
A549,4534,GHSR,12538,1,2693
A549,4536,TG,33915,1,7038
A549,4537,SDHC,8167,1,6391
A549,4548,F13A1,476,1,2162
A549,4549,SULT2B1,8637,1,6820
A549,4553,RPL23A,4519,1,6147
A549,4558,RBM34,1431,1,23029
A549,4561,RGS9,12112,1,8787
A549,4563,TIMP1,11419,1,7076
A549,4565,BAG6,2039,1,7917
A549,4568,ADAM9,9023,1,8754
A549,4574,ALDH2,6220,1,217
A549,4575,HAUS5,3673,1,23354
A549,4576,MEPE,13700,1,56955
A549,4578,ATP6V1H,8296,1,51606
A549,4583,CYSLTR2,12207,1,57105
A549,4586,CCNO,11700,1,10309
A549,4587,SORCS1,34147,1,114815
A549,4589,PSMA6,2242,1,5687
A549,4594,PFN4,58352,1,375189
A549,4599,PRR3,1244,1,80742
A549,4600,NCLN,12069,1,56926
A549,4604,CBX8,3030,1,57332
A549,4607,PLK3,1412,1,1263
A549,4608,DNAJC13,7404,1,23317
A549,4609,ATXN3L,58656,1,92552
A549,4613,APLP2,3660,1,334
A549,4615,NDUFB5,3706,1,4711
A549,4622,MANBA,8775,1,4126
A549,4629,NDUFAF4,5430,1,29078
A549,4631,KCNA6,5049,1,3742
A549,4632,FGF19,13616,1,9965
A549,4635,ADRM1,8438,1,11047
A549,4638,WASL,693,1,8976
A549,4639,FBP1,6933,1,2203
A549,4642,ACACB,9495,1,32
A549,4643,ASF1B,7270,1,55723
A549,4648,KPNA2,461,1,3838
A549,4649,TBC1D4,6773,1,9882
A549,4651,WDR36,34747,1,134430
A549,4653,CEP135,4325,1,9662
A549,4657,FKBP4,4599,1,2288
A549,4658,EIF4A3,464,1,9775
A549,4659,GFER,2383,1,2671
A549,4665,GOLGA7,9385,1,51125
A549,4667,ALDH9A1,12215,1,223
A549,4670,HNRNPDL,4183,1,9987
A549,4673,MGLL,4576,1,11343
A549,4676,RAC1,431,1,5879
A549,4678,DAPK2,10222,1,23604
A549,4679,COX6A1,12180,1,1337
A549,4683,PHACTR2,11344,1,9749
A549,4686,GPX1,6848,1,2876
A549,4690,VDAC2,1207,1,7417
A549,4692,SEC61A2,6104,1,55176
A549,4700,PLXNA3,8845,1,55558
A549,4701,RFC4,4834,1,5984
A549,4703,PRDM10,10892,1,56980
A549,4705,PMAIP1,1929,1,5366
A549,4710,RGPD4,58555,1,285190
A549,4715,HSPA12B,10378,1,116835
A549,4717,SPAG9,6051,1,9043
A549,4718,ATP6V1B2,246,1,526
A549,4721,OAZ1,5161,1,4946
A549,4724,HSPA1L,4526,1,3305
A549,4726,IGSF8,3987,1,93185
A549,4728,FBXO43,57318,1,286151
A549,4732,ADAT2,57018,1,134637
A549,4737,OGFOD1,9412,1,55239
A549,4747,PARVG,8306,1,64098
A549,4750,PARP3,5855,1,10039
A549,4752,GEMIN7,9645,1,79760
A549,4754,WDHD1,4833,1,11169
A549,4756,NTSR2,58799,1,23620
A549,4760,BAIAP2,829,1,10458
A549,4764,MICU2,7120,1,221154
A549,4766,ITGA4,984,1,3676
A549,4769,HUS1,6965,1,3364
A549,4770,CC2D2A,10289,1,57545
A549,4778,AKR7A2,4561,1,8574
A549,4785,MBP,4480,1,4155
A549,4790,MRPL12,2402,1,6182
A549,4792,MRPS15,6152,1,64960
A549,4794,RPL18,848,1,6141
A549,4803,DDX20,7471,1,11218
A549,4804,SUPT4H1,5346,1,6827
A549,4806,USP39,8257,1,10713
A549,4811,TAC3,10284,1,6866
A549,4816,IPO9,10353,1,55705
A549,4820,CACNB3,2948,1,784
A549,4823,PRPF31,88,1,26121
A549,4824,OGDH,2686,1,4967
A549,4829,S100A10,3669,1,6281
A549,4837,FTL,2497,1,2512
A549,4841,SLC7A11,3122,1,23657
A549,4843,RGPD1,58558,1,400966
A549,4852,BAZ1B,10519,1,9031
A549,4855,MBNL3,7837,1,55796
A549,4858,DOCK4,10826,1,9732
A549,4863,GNL3L,4538,1,54552
A549,4864,SYNGR1,5035,1,9145
A549,4867,IDH3G,5461,1,3421
A549,4868,SRXN1,3313,1,140809
A549,4880,ESCO2,35045,1,157570
A549,4881,CCK,11239,1,885
A549,4889,GGT6,56966,1,124975
A549,4892,ALDH7A1,5728,1,501
A549,4894,MRPL47,1449,1,57129
A549,4897,LPCAT1,58424,1,79888
A549,4902,KRT37,5474,1,8688
A549,4906,GSPT1,2774,1,2935
A549,4913,DNAJC7,215,1,7266
A549,4914,SURF1,5812,1,6834
A549,4918,KRT8,2920,1,3856
A549,4923,MRPL49,6136,1,740
A549,4936,PGM1,8667,1,5236
A549,4938,HNRNPK,2651,1,3190
A549,4943,NDUFAF2,3031,1,91942
A549,4944,STAR,8318,1,6770
A549,4945,ITGA2,3849,1,3673
A549,4947,FES,3159,1,2242
A549,4949,ZMAT2,11299,1,153527
A549,4954,DDX5,3839,1,1655
A549,4955,MAP3K11,4144,1,4296
A549,4957,KNSTRN,11697,1,90417
A549,4962,PRMT3,8778,1,10196
A549,4963,PMPCB,230,1,9512
A549,4966,MBNL1,9847,1,4154
A549,4968,GM2A,8018,1,2760
A549,4970,MRPL13,4246,1,28998
