cell_name,nodea_name,nodeb_name,nodea_primekgid,nodeb_primekgid,label,cell_id
A549,RRM2,TOP1,617,1749,1.0,1
A549,PMS2,RAD9A,3556,1032,1.0,1
A549,PMS2,RELA,3556,772,1.0,1
A549,PMS2,POLD1,3556,4339,1.0,1
A549,PMS2,PPM1D,3556,4303,1.0,1
A549,PMS2,POLD4,3556,56704,1.0,1
A549,PMS2,UNG,3556,1812,1.0,1
A549,PMS2,POLM,3556,3621,1.0,1
A549,PMS2,SESN2,3556,6609,1.0,1
A549,PMS2,POLE,3556,8484,1.0,1
A549,PMS2,TNFRSF10B,3556,6150,1.0,1
A549,PMS2,SSBP1,3556,7132,1.0,1
A549,PMS2,RAD51,3556,1181,1.0,1
A549,PMS2,RPL13A,3556,11285,1.0,1
A549,PMS2,RAD23B,3556,4061,1.0,1
A549,PMS2,POLR2A,3556,2985,1.0,1
A549,PMS2,USP1,3556,4670,1.0,1
A549,PMS2,WRAP53,3556,4237,1.0,1
A549,PMS2,ZBTB32,3556,3708,1.0,1
A549,PMS2,RRM1,3556,5012,1.0,1
A549,PMS2,XRCC2,3556,7534,1.0,1
A549,PMS2,RBX1,3556,782,1.0,1
A549,POLR2A,RBX1,2985,782,1.0,1
A549,POLR2A,UNG,2985,1812,1.0,1
A549,POLR2A,RAD9A,2985,1032,1.0,1
A549,POLR2A,RELA,2985,772,1.0,1
A549,POLR2A,RAD23B,2985,4061,1.0,1
A549,POLR2A,RAD51,2985,1181,1.0,1
A549,POLR2A,SESN2,2985,6609,1.0,1
A549,POLR2A,USP1,2985,4670,1.0,1
A549,POLR2A,TNFRSF10B,2985,6150,1.0,1
A549,POLR2A,SSBP1,2985,7132,1.0,1
A549,POLR2A,RRM1,2985,5012,1.0,1
A549,POLR2A,ZBTB32,2985,3708,1.0,1
A549,POLR2A,XRCC2,2985,7534,1.0,1
A549,POLR2A,WRAP53,2985,4237,1.0,1
A549,POLR2A,PPM1D,2985,4303,1.0,1
A549,POLR2A,RPL13A,2985,11285,1.0,1
A549,FLT3,VHL,1441,78,1.0,1
A549,WRAP53,ZBTB32,4237,3708,1.0,1
A549,WRAP53,XRCC2,4237,7534,1.0,1
A549,HDAC2,SMARCA4,587,492,1.0,1
A549,HDAC2,VHL,587,78,1.0,1
A549,HDAC2,MAP2K1,587,1831,1.0,1
A549,ENO1,HK1,3434,2843,1.0,1
A549,PDGFRA,RRM2,3772,617,1.0,1
A549,GTF2H1,NHP2,5170,3056,1.0,1
A549,GTF2H1,MT1X,5170,6800,1.0,1
A549,GTF2H1,RAD9A,5170,1032,1.0,1
A549,GTF2H1,PMS2,5170,3556,1.0,1
A549,GTF2H1,SSBP1,5170,7132,1.0,1
A549,GTF2H1,POLE,5170,8484,1.0,1
A549,GTF2H1,POLR2A,5170,2985,1.0,1
A549,GTF2H1,SESN2,5170,6609,1.0,1
A549,GTF2H1,UNG,5170,1812,1.0,1
A549,GTF2H1,POLD1,5170,4339,1.0,1
A549,GTF2H1,PARP1,5170,568,1.0,1
A549,GTF2H1,PARP2,5170,2836,1.0,1
A549,GTF2H1,MTOR,5170,1558,1.0,1
A549,GTF2H1,POLM,5170,3621,1.0,1
A549,GTF2H1,H2AC8,5170,3640,1.0,1
A549,GTF2H1,POLD4,5170,56704,1.0,1
A549,GTF2H1,MDM2,5170,1552,1.0,1
A549,GTF2H1,KDR,5170,4985,1.0,1
A549,GTF2H1,IGFBP3,5170,4098,1.0,1
A549,GTF2H1,RAD23B,5170,4061,1.0,1
A549,GTF2H1,IGHMBP2,5170,7274,1.0,1
A549,GTF2H1,RAD51,5170,1181,1.0,1
A549,GTF2H1,H4C1,5170,6793,1.0,1
A549,GTF2H1,RELA,5170,772,1.0,1
A549,GTF2H1,USP1,5170,4670,1.0,1
A549,GTF2H1,MAPK12,5170,1818,1.0,1
A549,GTF2H1,IGF1,5170,5720,1.0,1
A549,GTF2H1,TNFRSF10B,5170,6150,1.0,1
A549,GTF2H1,PPM1D,5170,4303,1.0,1
A549,GTF2H1,RPL13A,5170,11285,1.0,1
A549,GTF2H1,WRAP53,5170,4237,1.0,1
A549,GTF2H1,RRM1,5170,5012,1.0,1
A549,GTF2H1,RBX1,5170,782,1.0,1
A549,GTF2H1,ZBTB32,5170,3708,1.0,1
A549,GTF2H1,XRCC2,5170,7534,1.0,1
A549,BRCA1,RBX1,554,782,1.0,1
A549,BRCA1,NHP2,554,3056,1.0,1
A549,BRCA1,RRM1,554,5012,1.0,1
A549,BRCA1,MDM2,554,1552,1.0,1
A549,BRCA1,CDK6,554,802,1.0,1
A549,BRCA1,SSBP1,554,7132,1.0,1
A549,BRCA1,KDR,554,4985,1.0,1
A549,BRCA1,H4C1,554,6793,1.0,1
A549,BRCA1,EGFR,554,125,1.0,1
A549,BRCA1,IGFBP3,554,4098,1.0,1
A549,BRCA1,WRAP53,554,4237,1.0,1
A549,BRCA1,TNFRSF10B,554,6150,1.0,1
A549,BRCA1,MTOR,554,1558,1.0,1
A549,BRCA1,POLR2A,554,2985,1.0,1
A549,BRCA1,ZBTB32,554,3708,1.0,1
A549,BRCA1,POLM,554,3621,1.0,1
A549,BRCA1,PPM1D,554,4303,1.0,1
A549,BRCA1,H2AC8,554,3640,1.0,1
A549,BRCA1,CETN2,554,3240,1.0,1
A549,BRCA1,RELA,554,772,1.0,1
A549,BRCA1,PARP2,554,2836,1.0,1
A549,BRCA1,RAD9A,554,1032,1.0,1
A549,BRCA1,MAPK12,554,1818,1.0,1
A549,BRCA1,TOP1,554,1749,1.0,1
A549,BRCA1,ERCC1,554,666,1.0,1
A549,BRCA1,MSH6,554,3246,1.0,1
A549,BRCA1,BRCA2,554,80,1.0,1
A549,BRCA1,POLE,554,8484,1.0,1
A549,BRCA1,IGHMBP2,554,7274,1.0,1
A549,BRCA1,CDK4,554,332,1.0,1
A549,BRCA1,HDAC2,554,587,1.0,1
A549,BRCA1,DNTT,554,6859,1.0,1
A549,BRCA1,UNG,554,1812,1.0,1
A549,BRCA1,SESN2,554,6609,1.0,1
A549,BRCA1,RAD51,554,1181,1.0,1
A549,BRCA1,PMS2,554,3556,1.0,1
A549,BRCA1,RPL13A,554,11285,1.0,1
A549,BRCA1,POLD1,554,4339,1.0,1
A549,BRCA1,RB1,554,577,1.0,1
A549,BRCA1,MT1X,554,6800,1.0,1
A549,BRCA1,IGF1,554,5720,1.0,1
A549,BRCA1,CDK2,554,40,1.0,1
A549,BRCA1,POLD4,554,56704,1.0,1
A549,BRCA1,XRCC2,554,7534,1.0,1
A549,BRCA1,RAD23B,554,4061,1.0,1
A549,BRCA1,GTF2H1,554,5170,1.0,1
A549,BRCA1,USP1,554,4670,1.0,1
A549,MAP2K1,PARP1,1831,568,1.0,1
A549,ARID1A,IGF1R,6019,1066,1.0,1
A549,CDK9,IGF1R,1034,1066,1.0,1
A549,CDK9,SRC,1034,1170,1.0,1
A549,CDK9,PARP1,1034,568,1.0,1
A549,CDK9,FGFR2,1034,1298,1.0,1
A549,CDK9,MSH6,1034,3246,1.0,1
A549,CDK9,HDAC2,1034,587,1.0,1
A549,CDK9,PRKDC,1034,1016,1.0,1
A549,CDK9,SETD2,1034,6357,1.0,1
A549,CDK9,PDGFRA,1034,3772,1.0,1
A549,CDK9,SMARCA4,1034,492,1.0,1
A549,UNG,XRCC2,1812,7534,1.0,1
A549,UNG,ZBTB32,1812,3708,1.0,1
A549,UNG,WRAP53,1812,4237,1.0,1
A549,UNG,USP1,1812,4670,1.0,1
A549,PPM1D,SSBP1,4303,7132,1.0,1
A549,PPM1D,XRCC2,4303,7534,1.0,1
A549,PPM1D,ZBTB32,4303,3708,1.0,1
A549,PPM1D,RAD9A,4303,1032,1.0,1
A549,PPM1D,RBX1,4303,782,1.0,1
A549,PPM1D,TNFRSF10B,4303,6150,1.0,1
A549,PPM1D,SESN2,4303,6609,1.0,1
A549,PPM1D,RPL13A,4303,11285,1.0,1
A549,PPM1D,WRAP53,4303,4237,1.0,1
A549,PPM1D,RAD51,4303,1181,1.0,1
A549,PPM1D,RAD23B,4303,4061,1.0,1
A549,PPM1D,UNG,4303,1812,1.0,1
A549,PPM1D,USP1,4303,4670,1.0,1
A549,PPM1D,RELA,4303,772,1.0,1
A549,PPM1D,RRM1,4303,5012,1.0,1
A549,HK2,TKT,8798,1320,1.0,1
A549,GAPDH,TPI1,527,7621,1.0,1
A549,GAPDH,PFKM,527,8395,1.0,1
A549,GAPDH,PGAM1,527,6742,1.0,1
A549,GAPDH,PGAM2,527,8771,1.0,1
A549,GAPDH,PGK1,527,5281,1.0,1
A549,GAPDH,TKT,527,1320,1.0,1
A549,GAPDH,PDHX,527,10524,1.0,1
A549,GAPDH,PFKP,527,4073,1.0,1
A549,GAPDH,MDH2,527,9724,1.0,1
A549,GAPDH,GAPDHS,527,1031,1.0,1
A549,POLD4,PPM1D,56704,4303,1.0,1
A549,POLD4,RBX1,56704,782,1.0,1
A549,POLD4,POLM,56704,3621,1.0,1
A549,POLD4,TNFRSF10B,56704,6150,1.0,1
A549,POLD4,USP1,56704,4670,1.0,1
A549,POLD4,ZBTB32,56704,3708,1.0,1
A549,POLD4,RRM1,56704,5012,1.0,1
A549,POLD4,XRCC2,56704,7534,1.0,1
A549,POLD4,POLR2A,56704,2985,1.0,1
A549,POLD4,RAD23B,56704,4061,1.0,1
A549,POLD4,RAD51,56704,1181,1.0,1
A549,POLD4,RPL13A,56704,11285,1.0,1
A549,POLD4,SESN2,56704,6609,1.0,1
A549,POLD4,RELA,56704,772,1.0,1
A549,POLD4,WRAP53,56704,4237,1.0,1
A549,POLD4,SSBP1,56704,7132,1.0,1
A549,POLD4,RAD9A,56704,1032,1.0,1
A549,POLD4,UNG,56704,1812,1.0,1
A549,POLD4,POLE,56704,8484,1.0,1
A549,KIT,RPS6KB1,2108,3244,1.0,1
A549,KIT,PDGFRA,2108,3772,1.0,1
A549,ENO2,PGK2,4261,3539,1.0,1
A549,ENO2,PFKM,4261,8395,1.0,1
A549,ENO2,PKM,4261,5514,1.0,1
A549,ENO2,PDHA1,4261,2448,1.0,1
A549,IGHMBP2,RELA,7274,772,1.0,1
A549,IGHMBP2,MTOR,7274,1558,1.0,1
A549,IGHMBP2,MT1X,7274,6800,1.0,1
A549,IGHMBP2,PARP1,7274,568,1.0,1
A549,IGHMBP2,POLR2A,7274,2985,1.0,1
A549,IGHMBP2,NHP2,7274,3056,1.0,1
A549,IGHMBP2,PMS2,7274,3556,1.0,1
A549,IGHMBP2,RBX1,7274,782,1.0,1
A549,IGHMBP2,RPL13A,7274,11285,1.0,1
A549,IGHMBP2,SESN2,7274,6609,1.0,1
A549,IGHMBP2,MDM2,7274,1552,1.0,1
A549,IGHMBP2,POLM,7274,3621,1.0,1
A549,IGHMBP2,KDR,7274,4985,1.0,1
A549,IGHMBP2,POLE,7274,8484,1.0,1
A549,IGHMBP2,RRM1,7274,5012,1.0,1
A549,IGHMBP2,MAPK12,7274,1818,1.0,1
A549,IGHMBP2,WRAP53,7274,4237,1.0,1
A549,IGHMBP2,USP1,7274,4670,1.0,1
A549,IGHMBP2,POLD1,7274,4339,1.0,1
A549,IGHMBP2,PPM1D,7274,4303,1.0,1
A549,IGHMBP2,TNFRSF10B,7274,6150,1.0,1
A549,IGHMBP2,ZBTB32,7274,3708,1.0,1
A549,IGHMBP2,UNG,7274,1812,1.0,1
A549,IGHMBP2,RAD51,7274,1181,1.0,1
A549,IGHMBP2,RAD23B,7274,4061,1.0,1
A549,IGHMBP2,POLD4,7274,56704,1.0,1
A549,IGHMBP2,SSBP1,7274,7132,1.0,1
A549,IGHMBP2,RAD9A,7274,1032,1.0,1
A549,CETN2,USP1,3240,4670,1.0,1
A549,CETN2,DNTT,3240,6859,1.0,1
A549,CETN2,PARP1,3240,568,1.0,1
A549,CETN2,SESN2,3240,6609,1.0,1
A549,CETN2,GTF2H1,3240,5170,1.0,1
A549,CETN2,POLD1,3240,4339,1.0,1
A549,CETN2,PPM1D,3240,4303,1.0,1
A549,CETN2,XRCC2,3240,7534,1.0,1
A549,CETN2,RAD51,3240,1181,1.0,1
A549,CETN2,MDM2,3240,1552,1.0,1
A549,CETN2,RPL13A,3240,11285,1.0,1
A549,CETN2,ZBTB32,3240,3708,1.0,1
A549,CETN2,RAD9A,3240,1032,1.0,1
A549,CETN2,WRAP53,3240,4237,1.0,1
A549,CETN2,PMS2,3240,3556,1.0,1
A549,CETN2,H4C1,3240,6793,1.0,1
A549,CETN2,RBX1,3240,782,1.0,1
A549,CETN2,POLM,3240,3621,1.0,1
A549,CETN2,SSBP1,3240,7132,1.0,1
A549,CETN2,ERCC1,3240,666,1.0,1
A549,CETN2,MAPK12,3240,1818,1.0,1
A549,CETN2,UNG,3240,1812,1.0,1
A549,CETN2,KDR,3240,4985,1.0,1
A549,CETN2,MT1X,3240,6800,1.0,1
A549,CETN2,RRM1,3240,5012,1.0,1
A549,CETN2,PARP2,3240,2836,1.0,1
A549,CETN2,H2AC8,3240,3640,1.0,1
A549,CETN2,EGFR,3240,125,1.0,1
A549,CETN2,RELA,3240,772,1.0,1
A549,CETN2,RAD23B,3240,4061,1.0,1
A549,CETN2,IGFBP3,3240,4098,1.0,1
A549,CETN2,POLD4,3240,56704,1.0,1
A549,CETN2,TNFRSF10B,3240,6150,1.0,1
A549,CETN2,IGHMBP2,3240,7274,1.0,1
A549,CETN2,IGF1,3240,5720,1.0,1
A549,CETN2,NHP2,3240,3056,1.0,1
A549,CETN2,POLE,3240,8484,1.0,1
A549,CETN2,MTOR,3240,1558,1.0,1
A549,CETN2,POLR2A,3240,2985,1.0,1
A549,EGFR,IGF1,125,5720,1.0,1
A549,EGFR,PARP2,125,2836,1.0,1
A549,EGFR,PPM1D,125,4303,1.0,1
A549,EGFR,ERCC1,125,666,1.0,1
A549,EGFR,PMS2,125,3556,1.0,1
A549,EGFR,XRCC2,125,7534,1.0,1
A549,EGFR,IGFBP3,125,4098,1.0,1
A549,EGFR,PARP1,125,568,1.0,1
A549,EGFR,MTOR,125,1558,1.0,1
A549,EGFR,RPL13A,125,11285,1.0,1
A549,EGFR,RAD23B,125,4061,1.0,1
A549,EGFR,RBX1,125,782,1.0,1
A549,EGFR,ZBTB32,125,3708,1.0,1
A549,EGFR,RRM2,125,617,1.0,1
A549,EGFR,H2AC8,125,3640,1.0,1
A549,EGFR,RAD9A,125,1032,1.0,1
A549,EGFR,MAPK12,125,1818,1.0,1
A549,EGFR,POLD4,125,56704,1.0,1
A549,EGFR,SESN2,125,6609,1.0,1
A549,EGFR,POLD1,125,4339,1.0,1
A549,EGFR,WRAP53,125,4237,1.0,1
A549,EGFR,MT1X,125,6800,1.0,1
A549,EGFR,POLE,125,8484,1.0,1
A549,EGFR,RAD51,125,1181,1.0,1
A549,EGFR,TNFRSF10B,125,6150,1.0,1
A549,EGFR,SSBP1,125,7132,1.0,1
A549,EGFR,MDM2,125,1552,1.0,1
A549,EGFR,IGHMBP2,125,7274,1.0,1
A549,EGFR,UNG,125,1812,1.0,1
A549,EGFR,H4C1,125,6793,1.0,1
A549,EGFR,GTF2H1,125,5170,1.0,1
A549,EGFR,NHP2,125,3056,1.0,1
A549,EGFR,RRM1,125,5012,1.0,1
A549,EGFR,RELA,125,772,1.0,1
A549,EGFR,KDR,125,4985,1.0,1
A549,EGFR,PDGFRA,125,3772,1.0,1
A549,ERBB2,RRM2,822,617,1.0,1
A549,ERBB2,SRC,822,1170,1.0,1
A549,RAD51,RAD9A,1181,1032,1.0,1
A549,RAD51,WRAP53,1181,4237,1.0,1
A549,RAD51,UNG,1181,1812,1.0,1
A549,RAD51,RPL13A,1181,11285,1.0,1
A549,RAD51,SSBP1,1181,7132,1.0,1
A549,RAD51,TNFRSF10B,1181,6150,1.0,1
A549,RAD51,USP1,1181,4670,1.0,1
A549,RAD51,RRM1,1181,5012,1.0,1
A549,RAD51,RBX1,1181,782,1.0,1
A549,RAD51,XRCC2,1181,7534,1.0,1
A549,RAD51,SESN2,1181,6609,1.0,1
A549,RAD51,RELA,1181,772,1.0,1
A549,RAD51,ZBTB32,1181,3708,1.0,1
A549,PFKL,TKT,6998,1320,1.0,1
A549,MAPK12,MDM2,1818,1552,1.0,1
A549,MAPK12,SESN2,1818,6609,1.0,1
A549,MAPK12,POLM,1818,3621,1.0,1
A549,MAPK12,WRAP53,1818,4237,1.0,1
A549,MAPK12,POLE,1818,8484,1.0,1
A549,MAPK12,USP1,1818,4670,1.0,1
A549,MAPK12,PARP1,1818,568,1.0,1
A549,MAPK12,PPM1D,1818,4303,1.0,1
A549,MAPK12,POLD1,1818,4339,1.0,1
A549,MAPK12,MT1X,1818,6800,1.0,1
A549,MAPK12,RPL13A,1818,11285,1.0,1
A549,MAPK12,RELA,1818,772,1.0,1
A549,MAPK12,RRM1,1818,5012,1.0,1
A549,MAPK12,NHP2,1818,3056,1.0,1
A549,MAPK12,RAD9A,1818,1032,1.0,1
A549,MAPK12,SSBP1,1818,7132,1.0,1
A549,MAPK12,RBX1,1818,782,1.0,1
A549,MAPK12,TNFRSF10B,1818,6150,1.0,1
A549,MAPK12,MTOR,1818,1558,1.0,1
A549,MAPK12,PMS2,1818,3556,1.0,1
A549,MAPK12,POLR2A,1818,2985,1.0,1
A549,MAPK12,ZBTB32,1818,3708,1.0,1
A549,MAPK12,RAD23B,1818,4061,1.0,1
A549,MAPK12,UNG,1818,1812,1.0,1
A549,MAPK12,RAD51,1818,1181,1.0,1
A549,PARP1,TNFRSF10B,568,6150,1.0,1
A549,PARP1,POLM,568,3621,1.0,1
A549,PARP1,POLR2A,568,2985,1.0,1
A549,PARP1,PPM1D,568,4303,1.0,1
A549,PARP1,XRCC2,568,7534,1.0,1
A549,PARP1,ZBTB32,568,3708,1.0,1
A549,PARP1,RPL13A,568,11285,1.0,1
A549,PARP1,UNG,568,1812,1.0,1
A549,PARP1,POLE,568,8484,1.0,1
A549,PARP1,POLD4,568,56704,1.0,1
A549,PARP1,RBX1,568,782,1.0,1
A549,PARP1,RAD51,568,1181,1.0,1
A549,PARP1,SSBP1,568,7132,1.0,1
A549,PARP1,PMS2,568,3556,1.0,1
A549,PARP1,WRAP53,568,4237,1.0,1
A549,PARP1,RELA,568,772,1.0,1
A549,PARP1,WEE1,568,3249,1.0,1
A549,PARP1,RAD23B,568,4061,1.0,1
A549,PARP1,USP1,568,4670,1.0,1
A549,PARP1,SESN2,568,6609,1.0,1
A549,PARP1,RAD9A,568,1032,1.0,1
A549,HDAC1,PRKDC,1097,1016,1.0,1
A549,CDH1,FNTA,2543,5414,1.0,1
A549,RRM1,USP1,5012,4670,1.0,1
A549,RRM1,WRAP53,5012,4237,1.0,1
A549,RRM1,SESN2,5012,6609,1.0,1
A549,RRM1,UNG,5012,1812,1.0,1
A549,RRM1,ZBTB32,5012,3708,1.0,1
A549,RRM1,XRCC2,5012,7534,1.0,1
A549,RRM1,SSBP1,5012,7132,1.0,1
A549,RRM1,TNFRSF10B,5012,6150,1.0,1
A549,SESN2,SSBP1,6609,7132,1.0,1
A549,SESN2,TNFRSF10B,6609,6150,1.0,1
A549,SESN2,ZBTB32,6609,3708,1.0,1
A549,SESN2,UNG,6609,1812,1.0,1
A549,SESN2,USP1,6609,4670,1.0,1
A549,SESN2,XRCC2,6609,7534,1.0,1
A549,SESN2,WRAP53,6609,4237,1.0,1
A549,DHFR,HDAC2,7134,587,1.0,1
A549,LDHA,PDHB,2585,2936,1.0,1
A549,LDHA,LDHB,2585,4812,1.0,1
A549,CDK4,RAD51,332,1181,1.0,1
A549,CDK4,RRM1,332,5012,1.0,1
A549,CDK4,UNG,332,1812,1.0,1
A549,CDK4,RPL13A,332,11285,1.0,1
A549,CDK4,RBX1,332,782,1.0,1
A549,CDK4,USP1,332,4670,1.0,1
A549,CDK4,CETN2,332,3240,1.0,1
A549,CDK4,RAD23B,332,4061,1.0,1
A549,CDK4,MTOR,332,1558,1.0,1
A549,CDK4,H4C1,332,6793,1.0,1
A549,CDK4,POLR2A,332,2985,1.0,1
A549,CDK4,XRCC2,332,7534,1.0,1
A549,CDK4,PRKDC,332,1016,1.0,1
A549,CDK4,TNFRSF10B,332,6150,1.0,1
A549,CDK4,ERCC1,332,666,1.0,1
A549,CDK4,ERBB2,332,822,1.0,1
A549,CDK4,MDM2,332,1552,1.0,1
A549,CDK4,NHP2,332,3056,1.0,1
A549,CDK4,ZBTB32,332,3708,1.0,1
A549,CDK4,PARP1,332,568,1.0,1
A549,CDK4,H2AC8,332,3640,1.0,1
A549,CDK4,POLD1,332,4339,1.0,1
A549,CDK4,SSBP1,332,7132,1.0,1
A549,CDK4,IGF1,332,5720,1.0,1
A549,CDK4,CHEK2,332,6966,1.0,1
A549,CDK4,POLD4,332,56704,1.0,1
A549,CDK4,IGFBP3,332,4098,1.0,1
A549,CDK4,POLE,332,8484,1.0,1
A549,CDK4,PMS2,332,3556,1.0,1
A549,CDK4,SESN2,332,6609,1.0,1
A549,CDK4,WRAP53,332,4237,1.0,1
A549,CDK4,EGFR,332,125,1.0,1
A549,CDK4,RELA,332,772,1.0,1
A549,CDK4,POLM,332,3621,1.0,1
A549,CDK4,PARP2,332,2836,1.0,1
A549,CDK4,TOP1,332,1749,1.0,1
A549,CDK4,KDR,332,4985,1.0,1
A549,CDK4,CDK9,332,1034,1.0,1
A549,CDK4,MAPK12,332,1818,1.0,1
A549,CDK4,CDK6,332,802,1.0,1
A549,CDK4,RAD9A,332,1032,1.0,1
A549,CDK4,PPM1D,332,4303,1.0,1
A549,CDK4,GTF2H1,332,5170,1.0,1
A549,CDK4,MT1X,332,6800,1.0,1
A549,CDK4,DNTT,332,6859,1.0,1
A549,FNTA,KDM6A,5414,9264,1.0,1
A549,FNTA,SMO,5414,298,1.0,1
A549,MET,RRM2,67,617,1.0,1
A549,BRCA2,WEE1,80,3249,1.0,1
A549,ARID2,EGFR,34008,125,1.0,1
A549,HSP90AA1,PRKDC,2043,1016,1.0,1
A549,HSP90AA1,TOP1,2043,1749,1.0,1
A549,BID,MDM2,4127,1552,1.0,1
A549,BID,EGFR,4127,125,1.0,1
A549,BID,BRCA1,4127,554,1.0,1
A549,BID,MT1X,4127,6800,1.0,1
A549,BID,RAD9A,4127,1032,1.0,1
A549,BID,UNG,4127,1812,1.0,1
A549,BID,GTF2H1,4127,5170,1.0,1
A549,BID,MAPK12,4127,1818,1.0,1
A549,BID,ERCC1,4127,666,1.0,1
A549,BID,CETN2,4127,3240,1.0,1
A549,BID,POLR2A,4127,2985,1.0,1
A549,BID,POLD1,4127,4339,1.0,1
A549,BID,DNTT,4127,6859,1.0,1
A549,BID,SESN2,4127,6609,1.0,1
A549,BID,WRAP53,4127,4237,1.0,1
A549,BID,H4C1,4127,6793,1.0,1
A549,BID,PMS2,4127,3556,1.0,1
A549,BID,IGHMBP2,4127,7274,1.0,1
A549,BID,RELA,4127,772,1.0,1
A549,BID,IGF1,4127,5720,1.0,1
A549,BID,CDK6,4127,802,1.0,1
A549,BID,MTOR,4127,1558,1.0,1
A549,BID,CDK2,4127,40,1.0,1
A549,BID,ZBTB32,4127,3708,1.0,1
A549,BID,USP1,4127,4670,1.0,1
A549,BID,RRM1,4127,5012,1.0,1
A549,BID,RBX1,4127,782,1.0,1
A549,BID,POLD4,4127,56704,1.0,1
A549,BID,CDK4,4127,332,1.0,1
A549,BID,SSBP1,4127,7132,1.0,1
A549,BID,PARP1,4127,568,1.0,1
A549,BID,XRCC2,4127,7534,1.0,1
A549,BID,TNFRSF10B,4127,6150,1.0,1
A549,BID,RAD51,4127,1181,1.0,1
A549,BID,IGFBP3,4127,4098,1.0,1
A549,BID,POLM,4127,3621,1.0,1
A549,BID,H2AC8,4127,3640,1.0,1
A549,BID,NHP2,4127,3056,1.0,1
A549,BID,RPL13A,4127,11285,1.0,1
A549,BID,KDR,4127,4985,1.0,1
A549,BID,PARP2,4127,2836,1.0,1
A549,BID,POLE,4127,8484,1.0,1
A549,BID,PPM1D,4127,4303,1.0,1
A549,BID,RAD23B,4127,4061,1.0,1
A549,IGF1R,PRKDC,1066,1016,1.0,1
A549,IGF1R,ROR1,1066,609,1.0,1
A549,IGF1R,SRC,1066,1170,1.0,1
A549,RPS6KB1,VHL,3244,78,1.0,1
A549,RPS6KB1,RRM2,3244,617,1.0,1
A549,PIK3R1,VHL,43,78,1.0,1
A549,KDR,TNFRSF10B,4985,6150,1.0,1
A549,KDR,SESN2,4985,6609,1.0,1
A549,KDR,UNG,4985,1812,1.0,1
A549,KDR,RRM1,4985,5012,1.0,1
A549,KDR,RELA,4985,772,1.0,1
A549,KDR,NHP2,4985,3056,1.0,1
A549,KDR,RAD51,4985,1181,1.0,1
A549,KDR,POLR2A,4985,2985,1.0,1
A549,KDR,PPM1D,4985,4303,1.0,1
A549,KDR,RAD23B,4985,4061,1.0,1
A549,KDR,MAPK12,4985,1818,1.0,1
A549,KDR,USP1,4985,4670,1.0,1
A549,KDR,PMS2,4985,3556,1.0,1
A549,KDR,MT1X,4985,6800,1.0,1
A549,KDR,MTOR,4985,1558,1.0,1
A549,KDR,MDM2,4985,1552,1.0,1
A549,KDR,RAD9A,4985,1032,1.0,1
A549,KDR,WRAP53,4985,4237,1.0,1
A549,KDR,XRCC2,4985,7534,1.0,1
A549,KDR,POLE,4985,8484,1.0,1
A549,KDR,POLD1,4985,4339,1.0,1
A549,KDR,POLD4,4985,56704,1.0,1
A549,KDR,ZBTB32,4985,3708,1.0,1
A549,KDR,RPL13A,4985,11285,1.0,1
A549,KDR,SSBP1,4985,7132,1.0,1
A549,KDR,RBX1,4985,782,1.0,1
A549,KDR,POLM,4985,3621,1.0,1
A549,CHEK1,MET,108,67,1.0,1
A549,MTOR,PARP1,1558,568,1.0,1
A549,MTOR,RAD23B,1558,4061,1.0,1
A549,MTOR,RRM1,1558,5012,1.0,1
A549,MTOR,WRAP53,1558,4237,1.0,1
A549,MTOR,USP1,1558,4670,1.0,1
A549,MTOR,SESN2,1558,6609,1.0,1
A549,MTOR,POLE,1558,8484,1.0,1
A549,MTOR,POLD4,1558,56704,1.0,1
A549,MTOR,PARP2,1558,2836,1.0,1
A549,MTOR,UNG,1558,1812,1.0,1
A549,MTOR,POLM,1558,3621,1.0,1
A549,MTOR,TOP1,1558,1749,1.0,1
A549,MTOR,RBX1,1558,782,1.0,1
A549,MTOR,PPM1D,1558,4303,1.0,1
A549,MTOR,RPL13A,1558,11285,1.0,1
A549,MTOR,POLR2A,1558,2985,1.0,1
A549,MTOR,RAD51,1558,1181,1.0,1
A549,MTOR,POLD1,1558,4339,1.0,1
A549,MTOR,RAD9A,1558,1032,1.0,1
A549,MTOR,XRCC2,1558,7534,1.0,1
A549,MTOR,NHP2,1558,3056,1.0,1
A549,MTOR,TNFRSF10B,1558,6150,1.0,1
A549,MTOR,SSBP1,1558,7132,1.0,1
A549,MTOR,PTEN,1558,177,1.0,1
A549,MTOR,PMS2,1558,3556,1.0,1
A549,MTOR,ZBTB32,1558,3708,1.0,1
A549,MTOR,RELA,1558,772,1.0,1
A549,ABL1,CDK9,601,1034,1.0,1
A549,ABL1,RPS6KB1,601,3244,1.0,1
A549,RELA,TNFRSF10B,772,6150,1.0,1
A549,RELA,ZBTB32,772,3708,1.0,1
A549,RELA,USP1,772,4670,1.0,1
A549,RELA,SESN2,772,6609,1.0,1
A549,RELA,RPL13A,772,11285,1.0,1
A549,RELA,RRM1,772,5012,1.0,1
A549,RELA,SSBP1,772,7132,1.0,1
A549,RELA,XRCC2,772,7534,1.0,1
A549,RELA,WRAP53,772,4237,1.0,1
A549,RELA,UNG,772,1812,1.0,1
A549,POLD1,RAD51,4339,1181,1.0,1
A549,POLD1,RRM1,4339,5012,1.0,1
A549,POLD1,RAD23B,4339,4061,1.0,1
