gene_1,gene_2,cell_line_origin,horlbeck_score_SL_score,gene1_primekg_index,gene2_primekg_index,label,cell_id
CHEK1,SMARCB1,A549,-0.244361177,108,2198,0,1
CHEK1,SMO,A549,-0.104669987,108,298,0,1
CHEK1,SRC,A549,0.132252155,108,1170,0,1
CHEK1,TSC1,A549,0.224121471,108,2005,0,1
CHEK1,TYMS,A549,0.757140338,108,3509,0,1
CHEK1,VEGFA,A549,0.064226285,108,749,0,1
CHEK1,VHL,A549,-0.283857416,108,78,0,1
CHEK1,WEE1,A549,-0.825730998,108,3249,0,1
CHEK1,KIT,A549,-0.294630697,108,2108,0,1
CHEK1,SMAD4,A549,3.470121115,108,1600,0,1
CHEK1,TP53,A549,0.05411864,108,1785,0,1
CHEK1,RUNX1,A549,0.000856429,108,3438,0,1
CHEK2,DHFR,A549,-0.191405326,6966,7134,0,1
CHEK2,EGFR,A549,-0.294288116,6966,125,0,1
CHEK2,ERBB2,A549,-0.422064267,6966,822,0,1
CHEK2,FGFR2,A549,-0.082608475,6966,1298,0,1
CHEK2,FGFR3,A549,-0.041408187,6966,150,0,1
CHEK2,FLT3,A549,-0.269941693,6966,1441,0,1
CHEK2,FNTA,A549,0.458996109,6966,5414,0,1
CHEK2,GATA3,A549,0.432068325,6966,1559,0,1
CHEK2,HDAC1,A549,-1.932798334,6966,1097,0,1
CHEK2,HSP90AA1,A549,-1.611864475,6966,2043,0,1
CHEK2,IGF1R,A549,-0.83417245,6966,1066,0,1
CHEK2,JAK2,A549,-1.211200169,6966,1618,0,1
CHEK2,KDM6A,A549,-0.246598187,6966,9264,0,1
CHEK2,KMT2D,A549,0.27519598,6966,5202,0,1
CHEK2,MAP2K1,A549,-0.427584495,6966,1831,0,1
CHEK2,MET,A549,0.057148633,6966,67,0,1
CHEK2,MLH1,A549,0.729487398,6966,2423,0,1
CHEK2,MTOR,A549,-6.399704073,6966,1558,1,1
CHEK2,NF1,A549,0.755079103,6966,5794,0,1
CHEK2,PARP1,A549,0.04617038,6966,568,0,1
CHEK2,PBRM1,A549,-0.110240638,6966,10508,0,1
CHEK2,PDGFRA,A549,0.109612422,6966,3772,0,1
CHEK2,PIK3R1,A549,0.704167784,6966,43,0,1
CHEK2,PRKDC,A549,0.19991545,6966,1016,0,1
CHEK2,PTEN,A549,0.886309945,6966,177,0,1
CHEK2,RB1,A549,-0.214069364,6966,577,0,1
CHEK2,ROR1,A549,0.554763018,6966,609,0,1
CHEK2,RPS6KB1,A549,-0.13584256,6966,3244,0,1
CHEK2,RRM2,A549,0.124662195,6966,617,0,1
CHEK2,RUNX1,A549,-0.349850769,6966,3438,0,1
CHEK2,SETD2,A549,-0.694133588,6966,6357,0,1
CHEK2,SMAD4,A549,4.585592691,6966,1600,0,1
CHEK2,SMARCA4,A549,-0.197005381,6966,492,0,1
CHEK2,SMARCB1,A549,-0.447299391,6966,2198,0,1
CHEK2,SMO,A549,0.22502296,6966,298,0,1
CHEK2,SRC,A549,0.53341031,6966,1170,0,1
CHEK2,TSC1,A549,0.71864548,6966,2005,0,1
CHEK2,TYMS,A549,0.132149782,6966,3509,0,1
CHEK2,VHL,A549,-0.311245304,6966,78,0,1
CHEK2,WEE1,A549,2.282720885,6966,3249,0,1
CHEK2,HDAC6,A549,-0.578951551,6966,4769,0,1
CHEK2,KIT,A549,-0.80894037,6966,2108,0,1
CHEK2,MAP3K1,A549,-1.664786263,6966,3314,0,1
CHEK2,MSH6,A549,0.112173019,6966,3246,0,1
CHEK2,TP53,A549,0.934792121,6966,1785,0,1
CHEK2,VEGFA,A549,0.529289997,6966,749,0,1
CHEK2,PIK3CA,A549,2.810414687,6966,1641,0,1
DHFR,EGFR,A549,0.034113172,7134,125,0,1
DHFR,ERBB2,A549,28.78010444,7134,822,0,1
DHFR,FGFR2,A549,-0.378783362,7134,1298,0,1
DHFR,FGFR3,A549,0.956772516,7134,150,0,1
DHFR,FLT3,A549,0.661046375,7134,1441,0,1
DHFR,FNTA,A549,0.421203616,7134,5414,0,1
DHFR,HDAC1,A549,-1.074273383,7134,1097,0,1
DHFR,HDAC6,A549,0.537395741,7134,4769,0,1
DHFR,HSP90AA1,A549,1.578981164,7134,2043,0,1
DHFR,IGF1R,A549,0.302716235,7134,1066,0,1
DHFR,KDM6A,A549,-0.119802315,7134,9264,0,1
DHFR,KIT,A549,-0.903709441,7134,2108,0,1
DHFR,KMT2D,A549,-0.113689374,7134,5202,0,1
DHFR,MAP3K1,A549,-1.642839335,7134,3314,0,1
DHFR,MLH1,A549,-0.178270935,7134,2423,0,1
DHFR,MSH6,A549,-0.121360458,7134,3246,0,1
DHFR,MTOR,A549,0.210933855,7134,1558,0,1
DHFR,NF1,A549,-0.266795773,7134,5794,0,1
DHFR,PARP1,A549,0.168094886,7134,568,0,1
DHFR,PBRM1,A549,-0.302721734,7134,10508,0,1
DHFR,PDGFRA,A549,0.205940528,7134,3772,0,1
DHFR,PIK3CA,A549,0.272127179,7134,1641,0,1
DHFR,PIK3R1,A549,-0.2768891,7134,43,0,1
DHFR,PRKDC,A549,6.283591123,7134,1016,0,1
DHFR,PTEN,A549,-0.356586612,7134,177,0,1
DHFR,RB1,A549,-0.017955557,7134,577,0,1
DHFR,ROR1,A549,1.343147936,7134,609,0,1
DHFR,RPS6KB1,A549,-0.367809771,7134,3244,0,1
DHFR,RUNX1,A549,1.265139658,7134,3438,0,1
DHFR,SETD2,A549,-0.069133183,7134,6357,0,1
DHFR,SMARCB1,A549,0.313489358,7134,2198,0,1
DHFR,SMO,A549,-0.406587423,7134,298,0,1
DHFR,SRC,A549,0.101667511,7134,1170,0,1
DHFR,TP53,A549,0.297216856,7134,1785,0,1
DHFR,TSC1,A549,0.36247146,7134,2005,0,1
DHFR,VEGFA,A549,-0.350330625,7134,749,0,1
DHFR,VHL,A549,-0.501286405,7134,78,0,1
DHFR,WEE1,A549,0.175076314,7134,3249,0,1
DHFR,GATA3,A549,-0.544891518,7134,1559,0,1
DHFR,JAK2,A549,0.691054219,7134,1618,0,1
DHFR,MET,A549,-0.081460199,7134,67,0,1
DHFR,RRM2,A549,-0.107905226,7134,617,0,1
DHFR,SMAD4,A549,1.18545507,7134,1600,0,1
DHFR,SMARCA4,A549,-0.070867917,7134,492,0,1
DHFR,TYMS,A549,-0.045932049,7134,3509,0,1
DHFR,MAP2K1,A549,0.009334801,7134,1831,0,1
EGFR,ERBB2,A549,-19.6543186,125,822,1,1
EGFR,FGFR2,A549,-1.723828545,125,1298,0,1
EGFR,FLT3,A549,-0.128728036,125,1441,0,1
EGFR,FNTA,A549,-0.832049413,125,5414,0,1
EGFR,GATA3,A549,0.953109652,125,1559,0,1
EGFR,HDAC1,A549,0.128510936,125,1097,0,1
EGFR,HDAC6,A549,-1.411102985,125,4769,0,1
EGFR,HSP90AA1,A549,-0.935210818,125,2043,0,1
EGFR,IGF1R,A549,0.007390197,125,1066,0,1
EGFR,JAK2,A549,1.223920361,125,1618,0,1
EGFR,KDM6A,A549,0.925896529,125,9264,0,1
EGFR,KIT,A549,0.29394707,125,2108,0,1
EGFR,KMT2D,A549,0.206933676,125,5202,0,1
EGFR,MAP2K1,A549,0.19209929,125,1831,0,1
EGFR,MAP3K1,A549,-2.059968972,125,3314,0,1
EGFR,MET,A549,-0.303042881,125,67,0,1
EGFR,MLH1,A549,-1.436669541,125,2423,0,1
EGFR,MSH6,A549,-0.200485032,125,3246,0,1
EGFR,NF1,A549,-0.124801932,125,5794,0,1
EGFR,PARP1,A549,0.103081887,125,568,0,1
EGFR,PBRM1,A549,0.537037899,125,10508,0,1
EGFR,PDGFRA,A549,0.020029502,125,3772,0,1
EGFR,PIK3CA,A549,1.085910378,125,1641,0,1
EGFR,PIK3R1,A549,0.282014995,125,43,0,1
EGFR,RB1,A549,-0.0281858,125,577,0,1
EGFR,ROR1,A549,-0.404550021,125,609,0,1
EGFR,RPS6KB1,A549,-0.04157809,125,3244,0,1
EGFR,RRM2,A549,-0.602438871,125,617,0,1
EGFR,RUNX1,A549,-2.152762017,125,3438,0,1
EGFR,SETD2,A549,-0.390312182,125,6357,0,1
EGFR,SMAD4,A549,1.709376365,125,1600,0,1
EGFR,SMARCA4,A549,0.308698745,125,492,0,1
EGFR,SMARCB1,A549,-0.821960911,125,2198,0,1
EGFR,SRC,A549,-0.197320178,125,1170,0,1
EGFR,TP53,A549,0.811857222,125,1785,0,1
EGFR,TSC1,A549,0.843126222,125,2005,0,1
EGFR,TYMS,A549,-4.475750896,125,3509,1,1
EGFR,VEGFA,A549,-0.351140125,125,749,0,1
EGFR,VHL,A549,1.056050273,125,78,0,1
EGFR,WEE1,A549,1.679869829,125,3249,0,1
EGFR,FGFR3,A549,-0.540606302,125,150,0,1
EGFR,MTOR,A549,3.094208499,125,1558,0,1
EGFR,PTEN,A549,0.706238315,125,177,0,1
EGFR,SMO,A549,-0.368164654,125,298,0,1
ERBB2,FGFR2,A549,-41.09865677,822,1298,1,1
ERBB2,FGFR3,A549,-0.175442697,822,150,0,1
ERBB2,FLT3,A549,-22.62672078,822,1441,1,1
ERBB2,GATA3,A549,0.593062268,822,1559,0,1
ERBB2,HSP90AA1,A549,-33.32176594,822,2043,1,1
ERBB2,IGF1R,A549,4.689434793,822,1066,0,1
ERBB2,JAK2,A549,0.170271296,822,1618,0,1
ERBB2,KDM6A,A549,-35.07211711,822,9264,1,1
ERBB2,KIT,A549,-24.86873106,822,2108,1,1
ERBB2,KMT2D,A549,-24.08181127,822,5202,1,1
ERBB2,MAP2K1,A549,11.76853648,822,1831,0,1
ERBB2,MAP3K1,A549,-20.22230423,822,3314,1,1
ERBB2,MET,A549,38.61698715,822,67,0,1
ERBB2,MLH1,A549,-40.01500695,822,2423,1,1
ERBB2,MSH6,A549,26.24363033,822,3246,0,1
ERBB2,MTOR,A549,0.259567589,822,1558,0,1
ERBB2,NF1,A549,-10.48265483,822,5794,1,1
ERBB2,PARP1,A549,43.18835719,822,568,0,1
ERBB2,PBRM1,A549,-3.344518463,822,10508,1,1
ERBB2,PDGFRA,A549,-34.14266763,822,3772,1,1
ERBB2,PIK3CA,A549,17.27135183,822,1641,0,1
ERBB2,PIK3R1,A549,0.110275938,822,43,0,1
ERBB2,PRKDC,A549,-0.636128892,822,1016,0,1
ERBB2,PTEN,A549,-1.259046882,822,177,0,1
ERBB2,RB1,A549,-5.71831008,822,577,1,1
ERBB2,ROR1,A549,-33.69354385,822,609,1,1
ERBB2,RPS6KB1,A549,-0.377677132,822,3244,0,1
ERBB2,RUNX1,A549,-0.428058799,822,3438,0,1
ERBB2,SETD2,A549,0.062531836,822,6357,0,1
ERBB2,SMAD4,A549,-0.158228936,822,1600,0,1
ERBB2,SMARCB1,A549,10.01412329,822,2198,0,1
ERBB2,SMO,A549,0.038155993,822,298,0,1
ERBB2,SRC,A549,62.97653063,822,1170,0,1
ERBB2,TP53,A549,32.62066167,822,1785,0,1
ERBB2,TSC1,A549,-0.219480971,822,2005,0,1
ERBB2,TYMS,A549,-46.10899915,822,3509,1,1
ERBB2,VEGFA,A549,30.4136179,822,749,0,1
ERBB2,VHL,A549,0.010924421,822,78,0,1
ERBB2,WEE1,A549,24.800827,822,3249,0,1
ERBB2,FNTA,A549,-21.03598467,822,5414,1,1
ERBB2,HDAC1,A549,40.7092208,822,1097,0,1
ERBB2,HDAC6,A549,-16.05704207,822,4769,1,1
ERBB2,RRM2,A549,-35.79884541,822,617,1,1
ERBB2,SMARCA4,A549,29.01642507,822,492,0,1
FGFR2,FGFR3,A549,0.563443767,1298,150,0,1
FGFR2,FLT3,A549,0.18273419,1298,1441,0,1
FGFR2,GATA3,A549,0.058072617,1298,1559,0,1
FGFR2,HDAC6,A549,-0.734806781,1298,4769,0,1
FGFR2,HSP90AA1,A549,-1.301715204,1298,2043,0,1
FGFR2,IGF1R,A549,-0.231635228,1298,1066,0,1
FGFR2,JAK2,A549,-0.710547444,1298,1618,0,1
FGFR2,KDM6A,A549,-0.994732772,1298,9264,0,1
FGFR2,KIT,A549,-1.517034588,1298,2108,0,1
FGFR2,MAP2K1,A549,-1.658803942,1298,1831,0,1
FGFR2,MET,A549,0.030904937,1298,67,0,1
FGFR2,MLH1,A549,-0.796528775,1298,2423,0,1
FGFR2,MSH6,A549,-0.056986255,1298,3246,0,1
FGFR2,MTOR,A549,1.207051654,1298,1558,0,1
FGFR2,NF1,A549,-0.191038674,1298,5794,0,1
FGFR2,PARP1,A549,-0.559243676,1298,568,0,1
FGFR2,PDGFRA,A549,-0.138677068,1298,3772,0,1
FGFR2,PIK3CA,A549,0.450244274,1298,1641,0,1
FGFR2,PIK3R1,A549,0.019379972,1298,43,0,1
FGFR2,PRKDC,A549,7.548643835,1298,1016,0,1
FGFR2,PTEN,A549,0.916674004,1298,177,0,1
FGFR2,RB1,A549,0.124353215,1298,577,0,1
FGFR2,ROR1,A549,-0.342168563,1298,609,0,1
FGFR2,RPS6KB1,A549,-0.284470659,1298,3244,0,1
FGFR2,RRM2,A549,-0.273589957,1298,617,0,1
FGFR2,SETD2,A549,-0.525092157,1298,6357,0,1
FGFR2,SMAD4,A549,-0.001056124,1298,1600,0,1
FGFR2,SMARCA4,A549,0.092523325,1298,492,0,1
FGFR2,SMARCB1,A549,0.074596681,1298,2198,0,1
FGFR2,SMO,A549,0.050499816,1298,298,0,1
FGFR2,SRC,A549,-0.014642583,1298,1170,0,1
FGFR2,TP53,A549,-0.124816308,1298,1785,0,1
FGFR2,TSC1,A549,1.887428246,1298,2005,0,1
FGFR2,TYMS,A549,-0.687949123,1298,3509,0,1
FGFR2,VHL,A549,-0.073370558,1298,78,0,1
FGFR2,WEE1,A549,1.300419332,1298,3249,0,1
FGFR2,FNTA,A549,0.587974992,1298,5414,0,1
FGFR2,KMT2D,A549,-0.191654141,1298,5202,0,1
FGFR2,MAP3K1,A549,-0.986182028,1298,3314,0,1
FGFR2,PBRM1,A549,-0.996634674,1298,10508,0,1
FGFR2,RUNX1,A549,-0.943257412,1298,3438,0,1
FGFR2,HDAC1,A549,-1.041715592,1298,1097,0,1
FGFR2,VEGFA,A549,0.396387652,1298,749,0,1
FGFR3,FLT3,A549,0.443489108,150,1441,0,1
FGFR3,GATA3,A549,0.221848716,150,1559,0,1
FGFR3,HDAC1,A549,1.365299592,150,1097,0,1
FGFR3,HDAC6,A549,-0.093472721,150,4769,0,1
FGFR3,HSP90AA1,A549,0.316491418,150,2043,0,1
FGFR3,IGF1R,A549,0.450759797,150,1066,0,1
FGFR3,KDM6A,A549,-0.470326257,150,9264,0,1
FGFR3,KMT2D,A549,0.135874006,150,5202,0,1
FGFR3,MAP3K1,A549,3.054669204,150,3314,0,1
FGFR3,MET,A549,0.647331198,150,67,0,1
FGFR3,MLH1,A549,0.551690498,150,2423,0,1
FGFR3,MTOR,A549,6.834474798,150,1558,0,1
FGFR3,PARP1,A549,-0.262179491,150,568,0,1
FGFR3,PBRM1,A549,0.516838769,150,10508,0,1
FGFR3,PDGFRA,A549,-0.349492357,150,3772,0,1
FGFR3,PIK3CA,A549,0.410643771,150,1641,0,1
FGFR3,PIK3R1,A549,0.314228734,150,43,0,1
FGFR3,PRKDC,A549,10.21573563,150,1016,0,1
FGFR3,PTEN,A549,1.00234021,150,177,0,1
FGFR3,RB1,A549,-0.071341704,150,577,0,1
FGFR3,ROR1,A549,-0.674697907,150,609,0,1
FGFR3,RPS6KB1,A549,0.119671821,150,3244,0,1
FGFR3,RRM2,A549,0.32963497,150,617,0,1
FGFR3,RUNX1,A549,0.306791972,150,3438,0,1
FGFR3,SETD2,A549,-0.058290169,150,6357,0,1
FGFR3,SMAD4,A549,-2.741848414,150,1600,0,1
FGFR3,SMARCA4,A549,-4.581475764,150,492,1,1
FGFR3,SMO,A549,0.093840354,150,298,0,1
FGFR3,TP53,A549,0.357606614,150,1785,0,1
FGFR3,TYMS,A549,-0.317973947,150,3509,0,1
FGFR3,VEGFA,A549,0.499276853,150,749,0,1
FGFR3,VHL,A549,-0.416777959,150,78,0,1
FGFR3,WEE1,A549,1.928768258,150,3249,0,1
FGFR3,JAK2,A549,-0.83851183,150,1618,0,1
FGFR3,KIT,A549,0.633792826,150,2108,0,1
FGFR3,MAP2K1,A549,-0.280453623,150,1831,0,1
FGFR3,MSH6,A549,0.171405064,150,3246,0,1
FGFR3,NF1,A549,0.393895706,150,5794,0,1
FGFR3,SRC,A549,-0.168251197,150,1170,0,1
FGFR3,TSC1,A549,1.231831602,150,2005,0,1
FGFR3,FNTA,A549,-0.204408762,150,5414,0,1
FGFR3,SMARCB1,A549,0.572096639,150,2198,0,1
FLT3,FNTA,A549,0.367303735,1441,5414,0,1
FLT3,GATA3,A549,-0.090669339,1441,1559,0,1
FLT3,HDAC1,A549,0.414956953,1441,1097,0,1
FLT3,HDAC6,A549,0.365353589,1441,4769,0,1
FLT3,HSP90AA1,A549,0.536384516,1441,2043,0,1
FLT3,IGF1R,A549,-0.855561556,1441,1066,0,1
FLT3,KIT,A549,0.268795234,1441,2108,0,1
FLT3,KMT2D,A549,0.136029335,1441,5202,0,1
FLT3,MAP2K1,A549,-0.530695092,1441,1831,0,1
FLT3,MAP3K1,A549,-5.573631366,1441,3314,1,1
FLT3,MET,A549,0.055084422,1441,67,0,1
FLT3,MLH1,A549,0.03270518,1441,2423,0,1
FLT3,MSH6,A549,-0.061170734,1441,3246,0,1
FLT3,MTOR,A549,-8.021816231,1441,1558,1,1
FLT3,NF1,A549,0.624057482,1441,5794,0,1
FLT3,PARP1,A549,-0.170810421,1441,568,0,1
FLT3,PDGFRA,A549,-0.365221535,1441,3772,0,1
FLT3,PRKDC,A549,5.948757829,1441,1016,0,1
FLT3,PTEN,A549,1.103885582,1441,177,0,1
FLT3,RB1,A549,0.320306428,1441,577,0,1
FLT3,ROR1,A549,0.982894148,1441,609,0,1
FLT3,RPS6KB1,A549,-0.020484363,1441,3244,0,1
FLT3,RRM2,A549,-0.762912363,1441,617,0,1
FLT3,RUNX1,A549,-0.308409135,1441,3438,0,1
FLT3,SETD2,A549,0.01631349,1441,6357,0,1
FLT3,SMAD4,A549,4.007010345,1441,1600,0,1
FLT3,SMARCA4,A549,-2.881844396,1441,492,0,1
FLT3,SMARCB1,A549,0.01977901,1441,2198,0,1
FLT3,SMO,A549,-0.534909741,1441,298,0,1
FLT3,SRC,A549,-0.282905432,1441,1170,0,1
FLT3,TP53,A549,0.912615992,1441,1785,0,1
FLT3,TSC1,A549,-1.653097991,1441,2005,0,1
FLT3,VEGFA,A549,0.373028599,1441,749,0,1
FLT3,VHL,A549,-0.802568728,1441,78,0,1
FLT3,WEE1,A549,0.460000155,1441,3249,0,1
FLT3,JAK2,A549,-0.278679728,1441,1618,0,1
FLT3,KDM6A,A549,0.142541965,1441,9264,0,1
FLT3,PBRM1,A549,-0.689004931,1441,10508,0,1
FLT3,PIK3CA,A549,-0.027722434,1441,1641,0,1
FLT3,PIK3R1,A549,0.213041101,1441,43,0,1
FLT3,TYMS,A549,0.190052598,1441,3509,0,1
FNTA,GATA3,A549,-0.491594982,5414,1559,0,1
FNTA,HDAC1,A549,1.846669354,5414,1097,0,1
FNTA,HDAC6,A549,-0.828123788,5414,4769,0,1
FNTA,HSP90AA1,A549,-0.809983482,5414,2043,0,1
FNTA,IGF1R,A549,-0.717960529,5414,1066,0,1
FNTA,JAK2,A549,-0.041030038,5414,1618,0,1
FNTA,KDM6A,A549,-0.333423232,5414,9264,0,1
FNTA,KIT,A549,-1.970932855,5414,2108,0,1
FNTA,KMT2D,A549,-0.004215722,5414,5202,0,1
FNTA,MAP2K1,A549,-0.083651999,5414,1831,0,1
FNTA,MAP3K1,A549,-0.229763214,5414,3314,0,1
FNTA,MET,A549,0.279915966,5414,67,0,1
FNTA,MLH1,A549,-2.728423927,5414,2423,0,1
FNTA,MSH6,A549,0.629491699,5414,3246,0,1
FNTA,MTOR,A549,-0.81409968,5414,1558,0,1
FNTA,NF1,A549,-0.274930669,5414,5794,0,1
FNTA,PARP1,A549,-0.448983189,5414,568,0,1
FNTA,PDGFRA,A549,-0.766760855,5414,3772,0,1
FNTA,PIK3CA,A549,0.140409798,5414,1641,0,1
FNTA,PIK3R1,A549,-0.56761474,5414,43,0,1
FNTA,PRKDC,A549,22.13005722,5414,1016,0,1
FNTA,PTEN,A549,-0.149145926,5414,177,0,1
FNTA,RPS6KB1,A549,-1.081188162,5414,3244,0,1
FNTA,RRM2,A549,-0.952289196,5414,617,0,1
FNTA,RUNX1,A549,-1.724197048,5414,3438,0,1
FNTA,SETD2,A549,-0.204812096,5414,6357,0,1
FNTA,SMAD4,A549,-0.056077281,5414,1600,0,1
FNTA,SMARCA4,A549,-2.671348456,5414,492,0,1
FNTA,SMARCB1,A549,0.031803646,5414,2198,0,1
FNTA,SRC,A549,-0.412208743,5414,1170,0,1
FNTA,TP53,A549,-0.404149474,5414,1785,0,1
FNTA,TSC1,A549,-0.996740877,5414,2005,0,1
FNTA,TYMS,A549,-3.956632948,5414,3509,1,1
FNTA,VEGFA,A549,-0.068222365,5414,749,0,1
FNTA,VHL,A549,-0.49338267,5414,78,0,1
FNTA,WEE1,A549,0.265003425,5414,3249,0,1
FNTA,PBRM1,A549,-2.991575401,5414,10508,0,1
FNTA,RB1,A549,-0.034368585,5414,577,0,1
FNTA,ROR1,A549,-3.070679301,5414,609,1,1
FNTA,SMO,A549,-0.8201329,5414,298,0,1
GATA3,HDAC1,A549,-0.129758905,1559,1097,0,1
GATA3,HDAC6,A549,-0.111868239,1559,4769,0,1
GATA3,HSP90AA1,A549,-0.864130114,1559,2043,0,1
GATA3,IGF1R,A549,0.111070197,1559,1066,0,1
GATA3,JAK2,A549,-0.826332942,1559,1618,0,1
GATA3,KDM6A,A549,-0.109408729,1559,9264,0,1
GATA3,KIT,A549,-0.229050254,1559,2108,0,1
GATA3,KMT2D,A549,-0.082913782,1559,5202,0,1
GATA3,MAP2K1,A549,-0.155311584,1559,1831,0,1
GATA3,MAP3K1,A549,-3.036900201,1559,3314,1,1
GATA3,MET,A549,-0.105951135,1559,67,0,1
GATA3,MLH1,A549,-0.597900367,1559,2423,0,1
GATA3,MSH6,A549,-0.187433172,1559,3246,0,1
GATA3,MTOR,A549,-3.818032309,1559,1558,1,1
GATA3,NF1,A549,-0.122103036,1559,5794,0,1
GATA3,PARP1,A549,0.082928523,1559,568,0,1
GATA3,PBRM1,A549,1.002105084,1559,10508,0,1
GATA3,PDGFRA,A549,-0.456440582,1559,3772,0,1
GATA3,PIK3CA,A549,-0.016031994,1559,1641,0,1
GATA3,PIK3R1,A549,-0.12322541,1559,43,0,1
GATA3,PRKDC,A549,6.484658222,1559,1016,0,1
GATA3,RB1,A549,-0.113302601,1559,577,0,1
GATA3,RRM2,A549,-0.283627581,1559,617,0,1
GATA3,RUNX1,A549,-0.049839695,1559,3438,0,1
GATA3,SMAD4,A549,-0.171732129,1559,1600,0,1
GATA3,SMARCA4,A549,-1.570843856,1559,492,0,1
GATA3,SMARCB1,A549,-0.116576281,1559,2198,0,1
GATA3,SRC,A549,-0.526779636,1559,1170,0,1
GATA3,TP53,A549,0.10414878,1559,1785,0,1
GATA3,TSC1,A549,-0.968589093,1559,2005,0,1
GATA3,TYMS,A549,-0.257229649,1559,3509,0,1
GATA3,VEGFA,A549,-0.055014221,1559,749,0,1
GATA3,VHL,A549,0.018054516,1559,78,0,1
GATA3,WEE1,A549,0.165214626,1559,3249,0,1
GATA3,PTEN,A549,-0.38212309,1559,177,0,1
GATA3,ROR1,A549,-0.368375988,1559,609,0,1
GATA3,RPS6KB1,A549,-0.625402313,1559,3244,0,1
GATA3,SETD2,A549,-0.02018577,1559,6357,0,1
GATA3,SMO,A549,-0.104366073,1559,298,0,1
HDAC1,HDAC6,A549,0.022079254,1097,4769,0,1
HDAC1,HSP90AA1,A549,-2.54467696,1097,2043,0,1
HDAC1,IGF1R,A549,-1.26053976,1097,1066,0,1
HDAC1,JAK2,A549,-1.59067468,1097,1618,0,1
HDAC1,KDM6A,A549,-1.681198474,1097,9264,0,1
HDAC1,KIT,A549,-0.038859499,1097,2108,0,1
HDAC1,KMT2D,A549,-0.276007441,1097,5202,0,1
HDAC1,MAP2K1,A549,-0.78116633,1097,1831,0,1
HDAC1,MLH1,A549,-0.314433994,1097,2423,0,1
HDAC1,MSH6,A549,-0.716072368,1097,3246,0,1
HDAC1,MTOR,A549,-3.096251561,1097,1558,1,1
HDAC1,PARP1,A549,-1.384518748,1097,568,0,1
HDAC1,PBRM1,A549,0.368014205,1097,10508,0,1
HDAC1,PDGFRA,A549,-1.106971803,1097,3772,0,1
HDAC1,PIK3CA,A549,1.012421006,1097,1641,0,1
HDAC1,PIK3R1,A549,-0.087156941,1097,43,0,1
HDAC1,PRKDC,A549,-2.76722515,1097,1016,0,1
HDAC1,PTEN,A549,-1.266413815,1097,177,0,1
HDAC1,ROR1,A549,-0.590137323,1097,609,0,1
HDAC1,RPS6KB1,A549,-0.404934694,1097,3244,0,1
HDAC1,RRM2,A549,0.350383934,1097,617,0,1
HDAC1,RUNX1,A549,-1.84805092,1097,3438,0,1
HDAC1,SETD2,A549,-0.187799021,1097,6357,0,1
HDAC1,SMAD4,A549,-1.327604434,1097,1600,0,1
HDAC1,SMARCA4,A549,-2.778615336,1097,492,0,1
HDAC1,SMARCB1,A549,-0.438826313,1097,2198,0,1
HDAC1,SMO,A549,-0.85465191,1097,298,0,1
HDAC1,SRC,A549,0.767517782,1097,1170,0,1
HDAC1,TP53,A549,-1.074008623,1097,1785,0,1
HDAC1,TSC1,A549,0.059795883,1097,2005,0,1
HDAC1,TYMS,A549,-1.405213002,1097,3509,0,1
HDAC1,VEGFA,A549,-0.905821952,1097,749,0,1
HDAC1,VHL,A549,-0.889779382,1097,78,0,1
HDAC1,WEE1,A549,0.352193212,1097,3249,0,1
HDAC1,MAP3K1,A549,-0.003879837,1097,3314,0,1
HDAC1,MET,A549,0.182406993,1097,67,0,1
HDAC1,NF1,A549,-0.102769027,1097,5794,0,1
HDAC1,RB1,A549,0.452449341,1097,577,0,1
HDAC6,HSP90AA1,A549,-0.076906164,4769,2043,0,1
HDAC6,IGF1R,A549,-0.515514833,4769,1066,0,1
HDAC6,JAK2,A549,-0.042761523,4769,1618,0,1
HDAC6,KDM6A,A549,0.180662724,4769,9264,0,1
HDAC6,KMT2D,A549,-0.285617131,4769,5202,0,1
HDAC6,MAP2K1,A549,-1.353004964,4769,1831,0,1
HDAC6,MAP3K1,A549,-0.421742074,4769,3314,0,1
HDAC6,MLH1,A549,-0.99532739,4769,2423,0,1
HDAC6,MSH6,A549,0.218532023,4769,3246,0,1
HDAC6,MTOR,A549,16.70958522,4769,1558,0,1
HDAC6,PARP1,A549,-0.50063363,4769,568,0,1
HDAC6,PBRM1,A549,0.145848866,4769,10508,0,1
HDAC6,PDGFRA,A549,-0.215876536,4769,3772,0,1
HDAC6,PIK3CA,A549,-0.313048572,4769,1641,0,1
HDAC6,PIK3R1,A549,-0.341606457,4769,43,0,1
HDAC6,PRKDC,A549,1.05334479,4769,1016,0,1
HDAC6,PTEN,A549,-1.017055301,4769,177,0,1
HDAC6,ROR1,A549,-1.43809009,4769,609,0,1
HDAC6,RPS6KB1,A549,-0.677880303,4769,3244,0,1
HDAC6,RRM2,A549,0.231562339,4769,617,0,1
HDAC6,RUNX1,A549,-0.229148505,4769,3438,0,1
HDAC6,SETD2,A549,-0.22069201,4769,6357,0,1
HDAC6,SMAD4,A549,-0.514409674,4769,1600,0,1
HDAC6,SMARCA4,A549,-0.297027529,4769,492,0,1
HDAC6,SMARCB1,A549,0.003981073,4769,2198,0,1
HDAC6,SRC,A549,-0.12722774,4769,1170,0,1
HDAC6,TP53,A549,0.178239514,4769,1785,0,1
