gene_1,gene_2,cell_line_origin,horlbeck_score_SL_score,gene1_primekg_index,gene2_primekg_index,label,cell_id
ADA,ARID1A,A549,-0.099500464,2290,6019,0,1
ADA,ATM,A549,0.035213011,2290,3666,0,1
ADA,BRAF,A549,-0.330756228,2290,1980,0,1
ADA,BRCA2,A549,-0.445100965,2290,80,0,1
ADA,BRD4,A549,-0.026944539,2290,9008,0,1
ADA,BTK,A549,-6.354778098,2290,337,1,1
ADA,CASP8,A549,-0.434613647,2290,116,0,1
ADA,CDH1,A549,0.004331559,2290,2543,0,1
ADA,CDK4,A549,0.048740713,2290,332,0,1
ADA,CDK6,A549,0.538062211,2290,802,0,1
ADA,CDK9,A549,-0.459370548,2290,1034,0,1
ADA,CDKN1B,A549,0.270445122,2290,2104,0,1
ADA,CDKN2A,A549,1.075252196,2290,236,0,1
ADA,CHEK1,A549,-0.34216313,2290,108,0,1
ADA,CHEK2,A549,-0.030233098,2290,6966,0,1
ADA,DHFR,A549,0.079172187,2290,7134,0,1
ADA,EGFR,A549,-0.528567255,2290,125,0,1
ADA,ERBB2,A549,-18.81513803,2290,822,1,1
ADA,FGFR2,A549,-0.68373923,2290,1298,0,1
ADA,FGFR3,A549,-0.405397006,2290,150,0,1
ADA,FLT3,A549,0.014520162,2290,1441,0,1
ADA,HDAC1,A549,-0.782036542,2290,1097,0,1
ADA,HSP90AA1,A549,-0.186720296,2290,2043,0,1
ADA,JAK2,A549,-0.361302943,2290,1618,0,1
ADA,KDM6A,A549,-1.643137313,2290,9264,0,1
ADA,KIT,A549,-1.13833779,2290,2108,0,1
ADA,KMT2D,A549,-0.056429233,2290,5202,0,1
ADA,MAP2K1,A549,0.075385755,2290,1831,0,1
ADA,MAP3K1,A549,-6.989642814,2290,3314,1,1
ADA,MET,A549,-0.074601985,2290,67,0,1
ADA,MLH1,A549,-1.566269961,2290,2423,0,1
ADA,MSH6,A549,-0.012252122,2290,3246,0,1
ADA,MTOR,A549,14.28764488,2290,1558,0,1
ADA,NF1,A549,-0.484164578,2290,5794,0,1
ADA,PARP1,A549,-0.196704612,2290,568,0,1
ADA,PIK3CA,A549,4.475955406,2290,1641,0,1
ADA,PIK3R1,A549,-0.024456617,2290,43,0,1
ADA,PRKDC,A549,-0.140228497,2290,1016,0,1
ADA,PTEN,A549,0.630353524,2290,177,0,1
ADA,RB1,A549,-0.185229105,2290,577,0,1
ADA,ROR1,A549,-1.158825186,2290,609,0,1
ADA,RRM2,A549,-0.541491709,2290,617,0,1
ADA,RUNX1,A549,0.15284339,2290,3438,0,1
ADA,SETD2,A549,-0.118427247,2290,6357,0,1
ADA,SMAD4,A549,3.778255815,2290,1600,0,1
ADA,SMARCA4,A549,1.045977676,2290,492,0,1
ADA,SMARCB1,A549,-0.180993914,2290,2198,0,1
ADA,SMO,A549,-0.232681304,2290,298,0,1
ADA,SRC,A549,-0.199097987,2290,1170,0,1
ADA,TP53,A549,-0.012605074,2290,1785,0,1
ADA,TYMS,A549,0.309865317,2290,3509,0,1
ADA,VEGFA,A549,0.088792732,2290,749,0,1
ADA,VHL,A549,0.084240227,2290,78,0,1
ADA,WEE1,A549,0.849034646,2290,3249,0,1
ADA,APC,A549,-9.467943376,2290,2037,1,1
ADA,ARID2,A549,-6.537383391,2290,34008,1,1
ADA,BCL2,A549,0.170789374,2290,2429,0,1
ADA,FNTA,A549,-0.364498549,2290,5414,0,1
ADA,GATA3,A549,-0.179226162,2290,1559,0,1
ADA,HDAC6,A549,-0.017434286,2290,4769,0,1
ADA,IGF1R,A549,0.289333845,2290,1066,0,1
ADA,PBRM1,A549,-0.192646378,2290,10508,0,1
ADA,PDGFRA,A549,-0.304230334,2290,3772,0,1
ADA,TSC1,A549,0.408463564,2290,2005,0,1
ADA,RPS6KB1,A549,-0.337864941,2290,3244,0,1
AKT1,ALK,A549,0.004815045,1057,390,0,1
AKT1,APC,A549,-112.4034447,1057,2037,1,1
AKT1,ARID1A,A549,-0.076379089,1057,6019,0,1
AKT1,ARID2,A549,24.26255136,1057,34008,0,1
AKT1,ATM,A549,-0.183649666,1057,3666,0,1
AKT1,BCL2,A549,-0.706341656,1057,2429,0,1
AKT1,BRAF,A549,-0.5436098,1057,1980,0,1
AKT1,BRCA2,A549,-0.558170323,1057,80,0,1
AKT1,BRD4,A549,0.13724489,1057,9008,0,1
AKT1,BTK,A549,4.289350696,1057,337,0,1
AKT1,CASP8,A549,0.061249007,1057,116,0,1
AKT1,CDH1,A549,-0.550678217,1057,2543,0,1
AKT1,CDK4,A549,-0.017415492,1057,332,0,1
AKT1,CDK6,A549,-0.964198812,1057,802,0,1
AKT1,CDK9,A549,0.168564917,1057,1034,0,1
AKT1,CDKN1B,A549,-0.004644659,1057,2104,0,1
AKT1,CDKN2A,A549,-0.6687584,1057,236,0,1
AKT1,CHEK1,A549,-0.419457913,1057,108,0,1
AKT1,CHEK2,A549,0.145113145,1057,6966,0,1
AKT1,DHFR,A549,0.283462091,1057,7134,0,1
AKT1,EGFR,A549,-0.762147469,1057,125,0,1
AKT1,ERBB2,A549,-37.38730883,1057,822,1,1
AKT1,FGFR2,A549,1.020515246,1057,1298,0,1
AKT1,FGFR3,A549,-0.95638421,1057,150,0,1
AKT1,FLT3,A549,-0.446546285,1057,1441,0,1
AKT1,FNTA,A549,0.259103774,1057,5414,0,1
AKT1,GATA3,A549,-0.187176366,1057,1559,0,1
AKT1,HDAC1,A549,0.125043873,1057,1097,0,1
AKT1,HDAC6,A549,-0.038670675,1057,4769,0,1
AKT1,HSP90AA1,A549,0.283763924,1057,2043,0,1
AKT1,IGF1R,A549,-0.938814369,1057,1066,0,1
AKT1,JAK2,A549,-0.820760337,1057,1618,0,1
AKT1,KDM6A,A549,-0.917029803,1057,9264,0,1
AKT1,KMT2D,A549,0.163131148,1057,5202,0,1
AKT1,MAP2K1,A549,0.126537241,1057,1831,0,1
AKT1,MAP3K1,A549,-2.228745628,1057,3314,0,1
AKT1,MET,A549,-0.557040201,1057,67,0,1
AKT1,MLH1,A549,-0.675699603,1057,2423,0,1
AKT1,MSH6,A549,0.221008142,1057,3246,0,1
AKT1,MTOR,A549,6.145285151,1057,1558,0,1
AKT1,NF1,A549,-0.536549342,1057,5794,0,1
AKT1,PARP1,A549,-0.619198289,1057,568,0,1
AKT1,PBRM1,A549,0.042078209,1057,10508,0,1
AKT1,PDGFRA,A549,-0.376419517,1057,3772,0,1
AKT1,PIK3CA,A549,1.585018825,1057,1641,0,1
AKT1,PIK3R1,A549,-0.240949647,1057,43,0,1
AKT1,PRKDC,A549,10.90784165,1057,1016,0,1
AKT1,PTEN,A549,0.724149899,1057,177,0,1
AKT1,RB1,A549,-0.106624177,1057,577,0,1
AKT1,ROR1,A549,-0.143320093,1057,609,0,1
AKT1,RPS6KB1,A549,-0.048459234,1057,3244,0,1
AKT1,RRM2,A549,-0.696516588,1057,617,0,1
AKT1,SETD2,A549,-0.638522536,1057,6357,0,1
AKT1,SMARCA4,A549,0.351961502,1057,492,0,1
AKT1,SMARCB1,A549,-0.378086139,1057,2198,0,1
AKT1,SMO,A549,-0.704274317,1057,298,0,1
AKT1,SRC,A549,0.008199433,1057,1170,0,1
AKT1,TP53,A549,-0.094291877,1057,1785,0,1
AKT1,TSC1,A549,-0.040483244,1057,2005,0,1
AKT1,TYMS,A549,0.269793948,1057,3509,0,1
AKT1,VHL,A549,-0.432287343,1057,78,0,1
AKT1,WEE1,A549,1.100883322,1057,3249,0,1
AKT1,KIT,A549,0.681719401,1057,2108,0,1
AKT1,RUNX1,A549,-0.470838017,1057,3438,0,1
AKT1,SMAD4,A549,-4.58926294,1057,1600,1,1
AKT1,VEGFA,A549,-0.751784263,1057,749,0,1
ALK,APC,A549,-23.69939875,390,2037,1,1
ALK,ARID1A,A549,-0.590467819,390,6019,0,1
ALK,ARID2,A549,27.35214483,390,34008,0,1
ALK,ATM,A549,-0.212682578,390,3666,0,1
ALK,BRAF,A549,-0.161151811,390,1980,0,1
ALK,BRCA2,A549,0.189837744,390,80,0,1
ALK,BRD4,A549,-0.028132615,390,9008,0,1
ALK,BTK,A549,-4.993185079,390,337,1,1
ALK,CASP8,A549,0.136595988,390,116,0,1
ALK,CDH1,A549,-0.009951883,390,2543,0,1
ALK,CDK4,A549,0.125612421,390,332,0,1
ALK,CDK9,A549,0.135161868,390,1034,0,1
ALK,CDKN1B,A549,-0.534406447,390,2104,0,1
ALK,CDKN2A,A549,0.808878486,390,236,0,1
ALK,CHEK1,A549,0.197514863,390,108,0,1
ALK,CHEK2,A549,-0.242247653,390,6966,0,1
ALK,DHFR,A549,-0.44671752,390,7134,0,1
ALK,EGFR,A549,0.227062263,390,125,0,1
ALK,FGFR2,A549,-0.169940569,390,1298,0,1
ALK,FGFR3,A549,0.340077252,390,150,0,1
ALK,FLT3,A549,0.867712725,390,1441,0,1
ALK,FNTA,A549,-0.160221897,390,5414,0,1
ALK,GATA3,A549,-0.079602669,390,1559,0,1
ALK,HDAC6,A549,-0.044341691,390,4769,0,1
ALK,HSP90AA1,A549,-1.014818819,390,2043,0,1
ALK,IGF1R,A549,0.357650353,390,1066,0,1
ALK,JAK2,A549,-1.150620955,390,1618,0,1
ALK,KIT,A549,0.899967057,390,2108,0,1
ALK,KMT2D,A549,0.287800671,390,5202,0,1
ALK,MAP2K1,A549,-0.081303704,390,1831,0,1
ALK,MAP3K1,A549,-3.096529078,390,3314,1,1
ALK,MET,A549,-0.396641434,390,67,0,1
ALK,MLH1,A549,-0.762446503,390,2423,0,1
ALK,MSH6,A549,0.143183273,390,3246,0,1
ALK,NF1,A549,-0.102349749,390,5794,0,1
ALK,PARP1,A549,-0.344451547,390,568,0,1
ALK,PBRM1,A549,-2.279525559,390,10508,0,1
ALK,PDGFRA,A549,-0.241390407,390,3772,0,1
ALK,PIK3CA,A549,3.476378052,390,1641,0,1
ALK,PRKDC,A549,0.01299919,390,1016,0,1
ALK,PTEN,A549,-0.083822599,390,177,0,1
ALK,ROR1,A549,0.271497916,390,609,0,1
ALK,RPS6KB1,A549,-0.215447612,390,3244,0,1
ALK,RRM2,A549,0.31260499,390,617,0,1
ALK,RUNX1,A549,-0.299609697,390,3438,0,1
ALK,SETD2,A549,0.240003657,390,6357,0,1
ALK,SMAD4,A549,11.90461521,390,1600,0,1
ALK,SMARCA4,A549,-1.944905004,390,492,0,1
ALK,SMARCB1,A549,0.185142905,390,2198,0,1
ALK,SMO,A549,-0.30780658,390,298,0,1
ALK,SRC,A549,-0.049443741,390,1170,0,1
ALK,TP53,A549,-0.110903435,390,1785,0,1
ALK,TSC1,A549,-1.61297169,390,2005,0,1
ALK,TYMS,A549,0.089234422,390,3509,0,1
ALK,VEGFA,A549,-0.41565614,390,749,0,1
ALK,VHL,A549,-0.027631856,390,78,0,1
ALK,WEE1,A549,-0.150709827,390,3249,0,1
ALK,BCL2,A549,0.720567895,390,2429,0,1
ALK,CDK6,A549,-0.430108743,390,802,0,1
ALK,ERBB2,A549,58.59848304,390,822,0,1
ALK,HDAC1,A549,0.005713498,390,1097,0,1
ALK,KDM6A,A549,-0.398897439,390,9264,0,1
ALK,MTOR,A549,-1.237917938,390,1558,0,1
ALK,PIK3R1,A549,-0.312984919,390,43,0,1
APC,ARID1A,A549,-31.82945312,2037,6019,1,1
APC,ATM,A549,-100.4284818,2037,3666,1,1
APC,BCL2,A549,-0.570750689,2037,2429,0,1
APC,BRAF,A549,-42.96954429,2037,1980,1,1
APC,BRCA2,A549,17.82163922,2037,80,0,1
APC,BTK,A549,-94.95832471,2037,337,1,1
APC,CASP8,A549,-32.07595421,2037,116,1,1
APC,CDH1,A549,-82.04849625,2037,2543,1,1
APC,CDK4,A549,-0.255269557,2037,332,0,1
APC,CDK6,A549,0.701318309,2037,802,0,1
APC,CDK9,A549,41.95165315,2037,1034,0,1
APC,CHEK1,A549,0.038258271,2037,108,0,1
APC,CHEK2,A549,-109.7604659,2037,6966,1,1
APC,DHFR,A549,-18.35626507,2037,7134,1,1
APC,EGFR,A549,-27.6924787,2037,125,1,1
APC,ERBB2,A549,-4.67350565,2037,822,1,1
APC,FGFR2,A549,56.88568355,2037,1298,0,1
APC,FGFR3,A549,-1.574212297,2037,150,0,1
APC,FLT3,A549,-23.3643066,2037,1441,1,1
APC,FNTA,A549,0.42879499,2037,5414,0,1
APC,GATA3,A549,-12.43169103,2037,1559,1,1
APC,HDAC6,A549,-17.65906616,2037,4769,1,1
APC,HSP90AA1,A549,-32.08158704,2037,2043,1,1
APC,IGF1R,A549,-62.55999231,2037,1066,1,1
APC,JAK2,A549,-0.946187059,2037,1618,0,1
APC,KDM6A,A549,-38.33455279,2037,9264,1,1
APC,KIT,A549,-29.83161367,2037,2108,1,1
APC,KMT2D,A549,-29.88849544,2037,5202,1,1
APC,MAP2K1,A549,-0.889676937,2037,1831,0,1
APC,MAP3K1,A549,-74.51507444,2037,3314,1,1
APC,MET,A549,0.579174271,2037,67,0,1
APC,MLH1,A549,-50.35401203,2037,2423,1,1
APC,MSH6,A549,-35.08938364,2037,3246,1,1
APC,MTOR,A549,-1.014985514,2037,1558,0,1
APC,NF1,A549,-22.25858963,2037,5794,1,1
APC,PARP1,A549,0.018140518,2037,568,0,1
APC,PBRM1,A549,-22.7480111,2037,10508,1,1
APC,PDGFRA,A549,-42.50325174,2037,3772,1,1
APC,PIK3CA,A549,33.19296228,2037,1641,0,1
APC,PIK3R1,A549,-15.76258012,2037,43,1,1
APC,PRKDC,A549,-0.686695343,2037,1016,0,1
APC,PTEN,A549,-35.3855501,2037,177,1,1
APC,RB1,A549,36.77050114,2037,577,0,1
APC,ROR1,A549,-57.22198768,2037,609,1,1
APC,RPS6KB1,A549,-15.82591924,2037,3244,1,1
APC,RRM2,A549,67.07700036,2037,617,0,1
APC,RUNX1,A549,-69.64600391,2037,3438,1,1
APC,SETD2,A549,-0.387587628,2037,6357,0,1
APC,SMAD4,A549,31.45959201,2037,1600,0,1
APC,SMARCB1,A549,-0.28136892,2037,2198,0,1
APC,SMO,A549,-90.28038454,2037,298,1,1
APC,TP53,A549,19.51549323,2037,1785,0,1
APC,TSC1,A549,-112.3027141,2037,2005,1,1
APC,TYMS,A549,0.293738989,2037,3509,0,1
APC,VEGFA,A549,-50.14529271,2037,749,1,1
APC,VHL,A549,-0.169296635,2037,78,0,1
APC,ARID2,A549,-39.81718716,2037,34008,1,1
APC,BRD4,A549,0.561956159,2037,9008,0,1
APC,CDKN1B,A549,0.87094115,2037,2104,0,1
APC,CDKN2A,A549,-8.905384838,2037,236,1,1
APC,HDAC1,A549,-27.18910139,2037,1097,1,1
APC,SMARCA4,A549,-0.97595633,2037,492,0,1
APC,SRC,A549,0.151428094,2037,1170,0,1
APC,WEE1,A549,-20.63209903,2037,3249,1,1
ARID1A,ARID2,A549,8.950134591,6019,34008,0,1
ARID1A,ATM,A549,0.124601447,6019,3666,0,1
ARID1A,BCL2,A549,-0.510443743,6019,2429,0,1
ARID1A,BRAF,A549,-0.797834428,6019,1980,0,1
ARID1A,BRCA2,A549,0.150507247,6019,80,0,1
ARID1A,BRD4,A549,-0.713401606,6019,9008,0,1
ARID1A,CASP8,A549,-0.568036548,6019,116,0,1
ARID1A,CDH1,A549,-1.397901823,6019,2543,0,1
ARID1A,CDK4,A549,0.147897716,6019,332,0,1
ARID1A,CDK6,A549,3.077535944,6019,802,0,1
ARID1A,CDK9,A549,-0.383542785,6019,1034,0,1
ARID1A,CDKN1B,A549,1.69693779,6019,2104,0,1
ARID1A,CDKN2A,A549,-1.633312757,6019,236,0,1
ARID1A,CHEK1,A549,-0.17977536,6019,108,0,1
ARID1A,CHEK2,A549,-0.168427501,6019,6966,0,1
ARID1A,DHFR,A549,-0.088163568,6019,7134,0,1
ARID1A,EGFR,A549,0.748938776,6019,125,0,1
ARID1A,ERBB2,A549,-20.10219492,6019,822,1,1
ARID1A,FGFR2,A549,-1.289407633,6019,1298,0,1
ARID1A,FGFR3,A549,0.287026012,6019,150,0,1
ARID1A,FLT3,A549,-0.075139888,6019,1441,0,1
ARID1A,GATA3,A549,-0.452791475,6019,1559,0,1
ARID1A,HDAC1,A549,-1.553003564,6019,1097,0,1
ARID1A,HSP90AA1,A549,1.698822614,6019,2043,0,1
ARID1A,IGF1R,A549,-2.027076614,6019,1066,0,1
ARID1A,JAK2,A549,-0.190363332,6019,1618,0,1
ARID1A,KDM6A,A549,-0.282929316,6019,9264,0,1
ARID1A,KIT,A549,-0.717145731,6019,2108,0,1
ARID1A,KMT2D,A549,-1.296475969,6019,5202,0,1
ARID1A,MAP2K1,A549,-0.958297144,6019,1831,0,1
ARID1A,MAP3K1,A549,-7.358190938,6019,3314,1,1
ARID1A,MET,A549,-0.693030119,6019,67,0,1
ARID1A,MLH1,A549,0.089199181,6019,2423,0,1
ARID1A,MSH6,A549,-0.185212387,6019,3246,0,1
ARID1A,MTOR,A549,3.164394591,6019,1558,0,1
ARID1A,NF1,A549,0.067293464,6019,5794,0,1
ARID1A,PARP1,A549,-0.118921726,6019,568,0,1
ARID1A,PBRM1,A549,1.402545031,6019,10508,0,1
ARID1A,PIK3CA,A549,-0.302567525,6019,1641,0,1
ARID1A,PIK3R1,A549,-0.690968994,6019,43,0,1
ARID1A,PRKDC,A549,1.349221652,6019,1016,0,1
ARID1A,RB1,A549,0.407780276,6019,577,0,1
ARID1A,ROR1,A549,-0.749789156,6019,609,0,1
ARID1A,RPS6KB1,A549,-2.17414645,6019,3244,0,1
ARID1A,RRM2,A549,-0.590381046,6019,617,0,1
ARID1A,RUNX1,A549,-1.233795477,6019,3438,0,1
ARID1A,SETD2,A549,0.079275498,6019,6357,0,1
ARID1A,SMAD4,A549,6.405722597,6019,1600,0,1
ARID1A,SMARCA4,A549,-2.116307536,6019,492,0,1
ARID1A,SMARCB1,A549,-0.184781914,6019,2198,0,1
ARID1A,SMO,A549,-0.197860197,6019,298,0,1
ARID1A,SRC,A549,0.13668538,6019,1170,0,1
ARID1A,TP53,A549,0.107325185,6019,1785,0,1
ARID1A,TSC1,A549,-0.221720093,6019,2005,0,1
ARID1A,TYMS,A549,-0.172622227,6019,3509,0,1
ARID1A,VEGFA,A549,-0.326747139,6019,749,0,1
ARID1A,VHL,A549,-0.170505999,6019,78,0,1
ARID1A,WEE1,A549,-0.188330141,6019,3249,0,1
ARID1A,BTK,A549,-0.049980457,6019,337,0,1
ARID1A,FNTA,A549,-0.721037661,6019,5414,0,1
ARID1A,PDGFRA,A549,0.203028968,6019,3772,0,1
ARID1A,PTEN,A549,0.108303294,6019,177,0,1
ARID1A,HDAC6,A549,-0.24995033,6019,4769,0,1
ARID2,ATM,A549,-24.82880907,34008,3666,1,1
ARID2,BCL2,A549,0.641478443,34008,2429,0,1
ARID2,BRAF,A549,-23.89371623,34008,1980,1,1
ARID2,BRCA2,A549,-25.10784338,34008,80,1,1
ARID2,BRD4,A549,-25.88530454,34008,9008,1,1
ARID2,BTK,A549,17.20839034,34008,337,0,1
ARID2,CASP8,A549,3.305950909,34008,116,0,1
ARID2,CDH1,A549,-29.86743392,34008,2543,1,1
ARID2,CDK4,A549,4.766207629,34008,332,0,1
ARID2,CDK6,A549,3.747080235,34008,802,0,1
ARID2,CDK9,A549,-17.70069319,34008,1034,1,1
ARID2,CDKN1B,A549,49.21168669,34008,2104,0,1
ARID2,CDKN2A,A549,-3.59891819,34008,236,1,1
ARID2,CHEK1,A549,-48.21855847,34008,108,1,1
ARID2,CHEK2,A549,-7.999379309,34008,6966,1,1
ARID2,DHFR,A549,-59.20311816,34008,7134,1,1
ARID2,ERBB2,A549,12.54734327,34008,822,0,1
ARID2,FGFR2,A549,-27.06071753,34008,1298,1,1
ARID2,FGFR3,A549,-14.85088403,34008,150,1,1
ARID2,FLT3,A549,24.65058898,34008,1441,0,1
ARID2,FNTA,A549,60.87490184,34008,5414,0,1
ARID2,HDAC1,A549,23.07713908,34008,1097,0,1
ARID2,HDAC6,A549,14.64961763,34008,4769,0,1
ARID2,HSP90AA1,A549,33.02883565,34008,2043,0,1
ARID2,IGF1R,A549,-0.245597901,34008,1066,0,1
ARID2,JAK2,A549,-14.94812528,34008,1618,1,1
ARID2,KDM6A,A549,57.539786,34008,9264,0,1
ARID2,KIT,A549,26.16320626,34008,2108,0,1
ARID2,KMT2D,A549,33.89638004,34008,5202,0,1
ARID2,MAP2K1,A549,20.56902554,34008,1831,0,1
ARID2,MET,A549,-4.201285967,34008,67,1,1
ARID2,MLH1,A549,-59.41190281,34008,2423,1,1
ARID2,MTOR,A549,0.885946329,34008,1558,0,1
ARID2,PARP1,A549,22.75482541,34008,568,0,1
ARID2,PBRM1,A549,-0.123045837,34008,10508,0,1
ARID2,PDGFRA,A549,-0.160541586,34008,3772,0,1
ARID2,PIK3CA,A549,-30.73394451,34008,1641,1,1
ARID2,PIK3R1,A549,-11.54958101,34008,43,1,1
ARID2,PRKDC,A549,0.564988441,34008,1016,0,1
ARID2,PTEN,A549,6.115303488,34008,177,0,1
ARID2,ROR1,A549,-28.93002698,34008,609,1,1
ARID2,RPS6KB1,A549,0.207623263,34008,3244,0,1
ARID2,RUNX1,A549,-69.35352524,34008,3438,1,1
ARID2,SETD2,A549,15.20869378,34008,6357,0,1
ARID2,SMAD4,A549,4.111333297,34008,1600,0,1
ARID2,SMARCA4,A549,-4.462842337,34008,492,1,1
ARID2,SMARCB1,A549,-7.21720385,34008,2198,1,1
ARID2,SMO,A549,-26.65198051,34008,298,1,1
ARID2,SRC,A549,0.622589725,34008,1170,0,1
ARID2,TP53,A549,-15.35927081,34008,1785,1,1
ARID2,TSC1,A549,1.997659384,34008,2005,0,1
ARID2,TYMS,A549,-0.390287592,34008,3509,0,1
ARID2,VEGFA,A549,15.618526,34008,749,0,1
ARID2,VHL,A549,1.237083838,34008,78,0,1
ARID2,WEE1,A549,1.789979624,34008,3249,0,1
ARID2,EGFR,A549,14.54465865,34008,125,0,1
ARID2,GATA3,A549,13.85011312,34008,1559,0,1
ARID2,MAP3K1,A549,-71.84491153,34008,3314,1,1
ARID2,MSH6,A549,-43.15405918,34008,3246,1,1
ARID2,NF1,A549,-63.5809053,34008,5794,1,1
ARID2,RB1,A549,9.857078824,34008,577,0,1
ARID2,RRM2,A549,20.19211729,34008,617,0,1
ATM,BCL2,A549,-0.532101144,3666,2429,0,1
ATM,BRAF,A549,-0.452366997,3666,1980,0,1
ATM,BRCA2,A549,-0.14962346,3666,80,0,1
ATM,BRD4,A549,0.198298653,3666,9008,0,1
ATM,BTK,A549,0.503900254,3666,337,0,1
ATM,CASP8,A549,-0.039731395,3666,116,0,1
ATM,CDH1,A549,-0.131253251,3666,2543,0,1
ATM,CDK4,A549,0.117351315,3666,332,0,1
ATM,CDK6,A549,-0.229911004,3666,802,0,1
ATM,CDK9,A549,-0.076540867,3666,1034,0,1
ATM,CDKN1B,A549,-0.136198402,3666,2104,0,1
ATM,CDKN2A,A549,3.098414717,3666,236,0,1
ATM,CHEK1,A549,-0.138004854,3666,108,0,1
ATM,CHEK2,A549,-0.089737277,3666,6966,0,1
ATM,DHFR,A549,-0.149293995,3666,7134,0,1
ATM,ERBB2,A549,-57.19949348,3666,822,1,1
ATM,FGFR2,A549,0.047651817,3666,1298,0,1
ATM,FGFR3,A549,0.916772171,3666,150,0,1
ATM,FLT3,A549,1.784953354,3666,1441,0,1
ATM,FNTA,A549,-0.06604195,3666,5414,0,1
ATM,GATA3,A549,0.155515275,3666,1559,0,1
ATM,HDAC1,A549,-1.051467273,3666,1097,0,1
ATM,HDAC6,A549,0.090009125,3666,4769,0,1
ATM,HSP90AA1,A549,0.6527066,3666,2043,0,1
ATM,IGF1R,A549,-0.020225735,3666,1066,0,1
ATM,KDM6A,A549,-0.055338127,3666,9264,0,1
ATM,KIT,A549,-0.529030932,3666,2108,0,1
ATM,KMT2D,A549,0.256260156,3666,5202,0,1
ATM,MAP2K1,A549,-0.963909339,3666,1831,0,1
ATM,MAP3K1,A549,2.217556124,3666,3314,0,1
ATM,MET,A549,0.172261508,3666,67,0,1
ATM,MLH1,A549,0.899200463,3666,2423,0,1
ATM,MSH6,A549,-0.03091168,3666,3246,0,1
ATM,MTOR,A549,2.801090538,3666,1558,0,1
ATM,NF1,A549,0.078755311,3666,5794,0,1
ATM,PBRM1,A549,0.262077477,3666,10508,0,1
ATM,PDGFRA,A549,-0.151462439,3666,3772,0,1
ATM,PIK3CA,A549,2.974875803,3666,1641,0,1
ATM,PIK3R1,A549,0.051375658,3666,43,0,1
ATM,PRKDC,A549,5.536817322,3666,1016,0,1
ATM,PTEN,A549,0.717853552,3666,177,0,1
ATM,RB1,A549,-0.040888442,3666,577,0,1
ATM,ROR1,A549,-0.101187498,3666,609,0,1
ATM,RPS6KB1,A549,-0.701593508,3666,3244,0,1
ATM,RRM2,A549,-1.029935475,3666,617,0,1
ATM,SETD2,A549,-0.156428927,3666,6357,0,1
ATM,SMAD4,A549,-0.121444038,3666,1600,0,1
ATM,SMARCA4,A549,-0.62810836,3666,492,0,1
ATM,SMO,A549,0.102379534,3666,298,0,1
ATM,SRC,A549,0.004277361,3666,1170,0,1
ATM,TP53,A549,-0.138482489,3666,1785,0,1
ATM,VEGFA,A549,0.043753981,3666,749,0,1
ATM,JAK2,A549,0.000654046,3666,1618,0,1
ATM,PARP1,A549,0.179828281,3666,568,0,1
ATM,RUNX1,A549,0.547497936,3666,3438,0,1
ATM,SMARCB1,A549,0.063516728,3666,2198,0,1
ATM,TSC1,A549,-0.13413917,3666,2005,0,1
ATM,TYMS,A549,-0.392213758,3666,3509,0,1
ATM,VHL,A549,0.435153877,3666,78,0,1
ATM,WEE1,A549,-0.602299035,3666,3249,0,1
ATM,EGFR,A549,-0.009422067,3666,125,0,1
BCL2,BRCA2,A549,-0.069418592,2429,80,0,1
BCL2,BTK,A549,0.21238489,2429,337,0,1
BCL2,CASP8,A549,0.127612163,2429,116,0,1
BCL2,CDH1,A549,0.300743261,2429,2543,0,1
BCL2,CDK4,A549,0.204651647,2429,332,0,1
BCL2,CDK6,A549,0.039715743,2429,802,0,1
BCL2,CDK9,A549,-0.371396475,2429,1034,0,1
BCL2,CDKN1B,A549,0.375173483,2429,2104,0,1
BCL2,CDKN2A,A549,-1.321144756,2429,236,0,1
BCL2,CHEK1,A549,-0.089287667,2429,108,0,1
BCL2,CHEK2,A549,0.052398184,2429,6966,0,1
BCL2,DHFR,A549,1.484869344,2429,7134,0,1
BCL2,ERBB2,A549,0.058186339,2429,822,0,1
BCL2,FGFR3,A549,-0.274124367,2429,150,0,1
BCL2,GATA3,A549,-0.582152018,2429,1559,0,1
BCL2,HDAC1,A549,-0.186806436,2429,1097,0,1
BCL2,HDAC6,A549,-1.014139545,2429,4769,0,1
BCL2,HSP90AA1,A549,0.182640073,2429,2043,0,1
BCL2,IGF1R,A549,0.054042548,2429,1066,0,1
BCL2,JAK2,A549,0.591597008,2429,1618,0,1
BCL2,KDM6A,A549,-0.852697877,2429,9264,0,1
BCL2,KIT,A549,0.346506839,2429,2108,0,1
BCL2,KMT2D,A549,-0.097331382,2429,5202,0,1
BCL2,MAP2K1,A549,-1.345555997,2429,1831,0,1
BCL2,MAP3K1,A549,0.103540769,2429,3314,0,1
BCL2,MET,A549,-0.172613635,2429,67,0,1
BCL2,MLH1,A549,0.3402147,2429,2423,0,1
BCL2,MSH6,A549,-0.407580326,2429,3246,0,1
BCL2,MTOR,A549,-4.139171292,2429,1558,1,1
BCL2,NF1,A549,-0.216496489,2429,5794,0,1
BCL2,PARP1,A549,0.476278363,2429,568,0,1
BCL2,PDGFRA,A549,-0.123032028,2429,3772,0,1
BCL2,PIK3CA,A549,1.977159823,2429,1641,0,1
BCL2,RB1,A549,-0.151390102,2429,577,0,1
